OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,TotPerformedCycles,TotBankingCycles,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDCycle6,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDCansRate6,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDEmbryosRate6,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDImplant6,FshNDeSETRate1,FshNDeSETRate2,FshNDeSETRate3,FshNDeSETRate4,FshNDeSETRate5,FshNDeSETRate6,FshNDSnglLBRate1,FshNDSnglLBRate2,FshNDSnglLBRate3,FshNDSnglLBRate4,FshNDSnglLBRate5,FshNDSnglLBRate6,FshNDTripLBRate1,FshNDTripLBRate2,FshNDTripLBRate3,FshNDTripLBRate4,FshNDTripLBRate5,FshNDTripLBRate6,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshNDLvBirthsRate6,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDPregRate6,FshNDTransfers1,FshNDTransfers2,FshNDTransfers3,FshNDTransfers4,FshNDTransfers5,FshNDTransfers6,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDSnglLB_TransRate6,FshNDTripLB_TransRate1,FshNDTripLB_TransRate2,FshNDTripLB_TransRate3,FshNDTripLB_TransRate4,FshNDTripLB_TransRate5,FshNDTripLB_TransRate6,FshNDLvBirths_TransRate1,FshNDLvBirths_TransRate2,FshNDLvBirths_TransRate3,FshNDLvBirths_TransRate4,FshNDLvBirths_TransRate5,FshNDLvBirths_TransRate6,FshNDTransPregRate1,FshNDTransPregRate2,FshNDTransPregRate3,FshNDTransPregRate4,FshNDTransPregRate5,FshNDTransPregRate6,FshNDPregnancies1,FshNDPregnancies2,FshNDPregnancies3,FshNDPregnancies4,FshNDPregnancies5,FshNDPregnancies6,FshNDSnglLB_PregRate1,FshNDSnglLB_PregRate2,FshNDSnglLB_PregRate3,FshNDSnglLB_PregRate4,FshNDSnglLB_PregRate5,FshNDSnglLB_PregRate6,FshNDTripLB_PregRate1,FshNDTripLB_PregRate2,FshNDTripLB_PregRate3,FshNDTripLB_PregRate4,FshNDTripLB_PregRate5,FshNDTripLB_PregRate6,FshNDLvBirths_PregRate1,FshNDLvBirths_PregRate2,FshNDLvBirths_PregRate3,FshNDLvBirths_PregRate4,FshNDLvBirths_PregRate5,FshNDLvBirths_PregRate6,ThwNDTotCycles1,ThwNDTotCycles2,ThwNDTotCycles3,ThwNDTotCycles4,ThwNDTotCycles5,ThwNDTotCycles6,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDTransfers6,ThwNDEstTransPerRetrievRate1,ThwNDEstTransPerRetrievRate2,ThwNDEstTransPerRetrievRate3,ThwNDEstTransPerRetrievRate4,ThwNDEstTransPerRetrievRate5,ThwNDEstTransPerRetrievRate6,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,ThwNDEmbryosRate6,ThwNDImplant1,ThwNDImplant2,ThwNDImplant3,ThwNDImplant4,ThwNDImplant5,ThwNDImplant6,ThwNDSnglLB_TransRate1,ThwNDSnglLB_TransRate2,ThwNDSnglLB_TransRate3,ThwNDSnglLB_TransRate4,ThwNDSnglLB_TransRate5,ThwNDSnglLB_TransRate6,ThwNDTripLB_TransRate1,ThwNDTripLB_TransRate2,ThwNDTripLB_TransRate3,ThwNDTripLB_TransRate4,ThwNDTripLB_TransRate5,ThwNDTripLB_TransRate6,ThwNDLvBirths_TransRate1,ThwNDLvBirths_TransRate2,ThwNDLvBirths_TransRate3,ThwNDLvBirths_TransRate4,ThwNDLvBirths_TransRate5,ThwNDLvBirths_TransRate6,ThwNDTransPregRate1,ThwNDTransPregRate2,ThwNDTransPregRate3,ThwNDTransPregRate4,ThwNDTransPregRate5,ThwNDTransPregRate6,FshDnrTotCycles,ThwDnrTotCycles,FshDnrTransfers,ThwDnrTransfers,FshDnrEmbryosRate,ThwDnrEmbryosRate,FshDnrImplant,ThwDnrImplant,FshDnrSnglLB_TransRate,ThwDnrSnglLB_TransRate,FshDnrLvBirths_TransRate,ThwDnrLvBirths_TransRate,FshDnrTransPregRate,ThwDnrTransPregRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,TotExcludedResearchCycles,state_code
441.00,PACIFIC NORTHWEST FERTILITY AND IVF SPECIALISTS,,SEATTLE,WASHINGTON,1.00,0.94,0.01,0.00,0.00,0.04,0.04,0.30,0.03,0.02,0.22,0.15,0.31,0.05,0.06,839.00,117.00,"Lorna A. Marshall, MD",72.00,52.00,59.00,28.00,5.00,3.00,2.80,3.80,10.20,0.00,0.00,0.00,1.80,2.00,2.40,3.10,3.40,6.00,27.90,31.30,18.30,5.00,0.00,0.00,19.10,13.00,5.90,0.00,0.00,0.00,19.40,32.70,23.70,3.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.90,38.50,25.40,3.60,0.00,0.00,40.30,44.20,37.30,17.90,0.20,0.00,70.00,49.00,53.00,26.00,5.00,3.00,20.00,34.70,26.40,3.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.90,40.80,28.30,3.80,0.00,0.00,41.40,46.90,41.50,19.20,0.20,0.00,29.00,23.00,22.00,5.00,1.00,0.00,48.30,73.90,63.60,0.20,0.00,=,0.00,0.00,0.00,0.00,0.00,=,79.30,87.00,68.20,0.20,0.00,=,132.00,77.00,56.00,23.00,6.00,5.00,120.00,69.00,48.00,16.00,5.00,3.00,2.10,1.90,1.60,0.60,1.00,0.30,1.60,1.50,1.80,1.40,2.00,1.30,48.70,37.50,36.50,54.50,0.20,0.00,44.20,42.00,35.40,0.50,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,47.80,45.80,0.56,0.20,0.00,63.30,56.50,50.00,0.69,0.20,0.33,49.00,155.00,47.00,141.00,1.60,1.30,67.10,49.50,53.20,48.90,70.20,55.30,80.90,63.10,Pacific Northwest Fertility and IVF Specialists,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,WA
442.00,SEATTLE REPRODUCTIVE MEDICINE,INTEGRAMED AMERICA,SEATTLE,WASHINGTON,1.00,0.63,0.01,0.01,0.02,0.13,0.13,0.33,0.09,0.04,0.36,0.08,0.09,0.08,0.14,1765.00,32.00,"Lynn B. Davis, MD",443.00,231.00,239.00,110.00,22.00,6.00,6.50,9.10,12.60,21.80,27.30,0.17,1.50,1.60,2.00,2.40,2.60,2.80,42.70,31.40,20.00,13.00,10.30,0.14,41.60,33.10,8.40,1.50,0.00,0.00,32.50,27.70,20.50,12.70,4.50,0.00,0.20,0.00,0.40,0.00,0.00,0.00,41.30,32.50,25.10,14.50,9.10,0.00,46.30,38.50,32.20,23.60,13.60,0.17,391.00,195.00,200.00,79.00,15.00,5.00,36.80,32.80,24.50,17.70,0.07,0.00,0.30,0.00,0.50,0.00,0.00,0.00,46.80,38.50,30.00,20.30,0.13,0.00,52.40,45.60,38.50,32.90,0.20,0.20,205.00,89.00,77.00,26.00,3.00,1.00,70.20,71.90,63.60,53.80,0.33,0.00,0.50,0.00,1.30,0.00,0.00,0.00,89.30,84.30,77.90,61.50,0.67,0.00,174.00,97.00,60.00,33.00,7.00,4.00,156.00,83.00,53.00,28.00,5.00,3.00,1.70,1.80,1.40,1.90,2.50,1.50,1.50,1.40,1.60,1.40,1.60,1.70,37.70,27.50,24.10,21.10,0.13,0.00,30.80,30.10,18.90,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,39.10,33.70,24.50,25.00,0.00,0.00,48.70,36.10,34.00,32.10,0.20,0.00,170.00,137.00,152.00,126.00,1.50,1.50,51.80,18.60,47.40,15.90,58.60,19.80,68.40,27.80,"Seattle Reproductive Medicine, Integramed America",Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,WA
443.00,UNIVERSITY REPRODUCTIVE CARE,UNIVERSITY OF WASHINGTON,SEATTLE,WASHINGTON,1.00,0.84,0.02,0.00,0.05,0.14,0.06,0.41,0.14,0.04,0.37,0.15,0.09,0.14,0.19,164.00,4.00,"Diane Woodford, MD",44.00,22.00,33.00,17.00,4.00,1.00,9.10,22.70,21.20,0.12,0.00,0.00,1.50,1.70,2.30,2.40,3.70,1.00,35.30,44.40,20.80,15.40,0.00,0.00,39.30,0.23,0.00,0.00,0.00,=,22.70,27.30,21.20,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.50,36.40,24.20,0.06,0.00,0.00,36.40,45.50,24.20,0.24,0.00,0.00,34.00,16.00,21.00,11.00,3.00,1.00,29.40,0.38,33.30,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,38.20,0.50,38.10,0.09,0.00,0.00,47.10,0.63,38.10,0.36,0.00,0.00,16.00,10.00,8.00,4.00,0.00,0.00,0.63,0.60,0.88,0.25,=,=,0.00,0.00,0.00,0.00,=,=,0.81,0.80,1.00,0.25,=,=,19.00,7.00,6.00,5.00,1.00,0.00,18.00,6.00,5.00,4.00,1.00,0.00,1.60,1.20,2.50,0.60,=,=,1.60,2.00,1.80,2.30,1.00,=,14.30,0.25,0.00,0.22,0.00,=,0.11,0.00,0.00,0.50,0.00,=,0.00,0.00,0.00,0.00,0.00,=,0.11,0.17,0.00,0.50,0.00,=,0.28,0.33,0.20,0.50,0.00,=,1.00,0.00,1.00,0.00,1.00,=,0.00,=,0.00,=,0.00,=,0.00,=,"University Reproductive Care, University of Washington",No,No,Yes,No,Yes,Yes,Yes,0.00,WA
444.00,THE CENTER FOR REPRODUCTIVE HEALTH,,SPOKANE,WASHINGTON,1.00,0.80,0.00,0.02,0.00,0.13,0.12,0.23,0.06,0.03,0.69,0.15,0.06,0.05,0.33,301.00,121.00,"Edwin Robins, MD",45.00,12.00,3.00,0.00,0.00,0.00,2.20,0.00,0.00,=,=,=,1.90,2.20,2.00,=,=,=,60.00,46.20,0.33,=,=,=,5.10,0.00,0.00,=,=,=,33.30,0.25,0.67,=,=,=,0.00,0.00,0.00,=,=,=,62.20,0.50,0.67,=,=,=,73.30,0.58,0.67,=,=,=,43.00,12.00,3.00,0.00,0.00,0.00,34.90,0.25,0.67,=,=,=,0.00,0.00,0.00,=,=,=,65.10,0.50,0.67,=,=,=,76.70,0.58,0.67,=,=,=,33.00,7.00,2.00,0.00,0.00,0.00,45.50,0.43,1.00,=,=,=,0.00,0.00,0.00,=,=,=,84.80,0.86,1.00,=,=,=,66.00,30.00,10.00,1.00,0.00,0.00,66.00,30.00,10.00,1.00,0.00,0.00,0.90,0.80,0.50,0.20,0.00,0.00,2.10,2.00,2.20,1.00,=,=,29.70,34.40,18.20,0.00,=,=,24.20,50.00,0.20,0.00,=,=,0.00,0.00,0.00,0.00,=,=,37.90,50.00,0.20,0.00,=,=,50.00,60.00,0.40,0.00,=,=,3.00,10.00,3.00,9.00,2.00,1.70,1.00,0.13,0.00,0.11,0.67,0.11,1.00,0.22,The Center for Reproductive Health,Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,WA
445.00,"GYFT CLINIC, PLLC",,TACOMA,WASHINGTON,1.00,0.49,0.00,0.00,0.05,0.23,0.16,0.13,0.09,0.01,0.33,0.09,0.14,0.07,0.07,70.00,0.00,"Robert Z. McLees, MD",36.00,11.00,8.00,5.00,2.00,1.00,8.30,0.09,0.25,0.00,0.00,0.00,2.20,3.40,3.50,3.80,3.50,4.00,23.00,17.60,4.80,0.00,0.00,0.25,0.00,0.00,0.00,0.00,0.00,0.00,22.20,0.00,0.13,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,27.80,0.18,0.13,0.00,0.00,1.00,33.30,0.27,0.13,0.00,0.00,1.00,33.00,10.00,6.00,4.00,2.00,1.00,24.20,0.00,0.17,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,30.30,0.20,0.17,0.00,0.00,1.00,36.40,0.30,0.17,0.00,0.00,1.00,12.00,3.00,1.00,0.00,0.00,1.00,0.67,0.00,1.00,=,=,1.00,0.00,0.00,0.00,=,=,0.00,0.83,0.67,1.00,=,=,1.00,6.00,1.00,0.00,0.00,0.00,0.00,6.00,1.00,0.00,0.00,0.00,0.00,1.50,=,=,=,=,=,2.30,2.00,=,=,=,=,0.36,0.50,=,=,=,=,0.00,1.00,=,=,=,=,0.00,0.00,=,=,=,=,0.33,1.00,=,=,=,=,0.50,1.00,=,=,=,=,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,"GYFT Clinic, PLLC",Yes,No,Yes,Yes,Yes,Yes,Yes,0.00,WA
446.00,MADIGAN ARMY MEDICAL CENTER,,TACOMA,WASHINGTON,1.00,0.60,0.00,0.00,0.00,0.30,0.08,0.33,0.09,0.09,0.38,0.02,0.07,0.11,0.21,138.00,0.00,"Greg E. Chow, MD",60.00,19.00,22.00,12.00,4.00,0.00,11.70,0.05,4.50,0.17,0.25,=,1.80,1.80,2.20,2.90,1.50,=,41.10,34.50,30.20,15.40,0.00,=,19.60,0.21,0.00,0.00,0.00,=,28.30,0.26,27.30,0.08,0.00,=,0.00,0.00,0.00,0.00,0.00,=,41.70,0.32,31.80,0.08,0.00,=,46.70,0.42,50.00,0.33,0.00,=,50.00,16.00,20.00,9.00,2.00,0.00,34.00,0.31,30.00,0.11,0.00,=,0.00,0.00,0.00,0.00,0.00,=,50.00,0.38,35.00,0.11,0.00,=,56.00,0.50,55.00,0.44,0.00,=,28.00,8.00,11.00,4.00,0.00,0.00,60.70,0.63,0.55,0.25,=,=,0.00,0.00,0.00,0.00,=,=,89.30,0.75,0.64,0.25,=,=,6.00,6.00,3.00,3.00,0.00,1.00,5.00,6.00,3.00,3.00,0.00,0.00,1.30,2.00,3.00,=,=,=,1.80,1.70,1.70,2.00,=,=,0.11,0.10,0.40,0.33,=,=,0.20,0.17,0.33,0.33,=,=,0.00,0.00,0.00,0.00,=,=,0.20,0.17,0.33,0.33,=,=,0.40,0.17,0.33,0.67,=,=,0.00,2.00,0.00,2.00,=,2.00,=,0.25,=,0.00,=,0.00,=,0.50,Madigan Army Medical Center,Yes,Yes,No,No,Yes,Yes,Yes,0.00,WA
447.00,WEST VIRGINIA UNIVERSITY FERTILITY CENTER,,CHARLESTON,WEST VIRGINIA,1.00,0.44,0.00,0.00,0.00,0.26,0.07,0.22,0.15,0.04,0.11,0.07,0.11,0.04,0.00,27.00,0.00,"Pickens A. Gantt, MD",12.00,1.00,4.00,1.00,0.00,0.00,0.00,0.00,0.25,0.00,=,=,2.30,2.00,2.70,2.00,=,=,25.00,0.00,0.25,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.58,0.00,0.25,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.58,0.00,0.25,0.00,=,=,0.58,0.00,0.25,0.00,=,=,12.00,1.00,3.00,1.00,0.00,0.00,0.58,0.00,0.33,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.58,0.00,0.33,0.00,=,=,0.58,0.00,0.33,0.00,=,=,7.00,0.00,1.00,0.00,0.00,0.00,1.00,=,1.00,=,=,=,0.00,=,0.00,=,=,=,1.00,=,1.00,=,=,=,2.00,4.00,0.00,0.00,0.00,0.00,2.00,4.00,0.00,0.00,0.00,0.00,=,4.00,=,=,=,=,2.50,3.50,=,=,=,=,0.00,0.07,=,=,=,=,0.00,0.25,=,=,=,=,0.00,0.00,=,=,=,=,0.00,0.25,=,=,=,=,0.00,0.25,=,=,=,=,1.00,2.00,1.00,2.00,3.00,2.00,0.67,0.00,0.00,0.00,1.00,0.00,1.00,0.00,West Virginia University Fertility Center,Yes,Yes,Yes,Yes,Yes,No,No,0.00,WV
448.00,CABELL HUNTINGTON HOSPITAL,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE,HUNTINGTON,WEST VIRGINIA,1.00,0.60,0.00,0.00,0.00,0.33,0.17,0.17,0.25,0.00,0.21,0.08,0.00,0.08,0.08,24.00,0.00,"William N. Burns, MD",11.00,3.00,2.00,4.00,0.00,0.00,0.00,0.00,0.00,0.25,=,=,3.00,2.70,3.00,3.70,=,=,16.70,0.13,0.00,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.27,0.33,0.00,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.36,0.33,0.00,0.00,=,=,0.36,0.33,0.00,0.00,=,=,10.00,3.00,2.00,3.00,0.00,0.00,0.30,0.33,0.00,0.00,=,=,0.00,0.00,0.00,0.00,=,=,0.40,0.33,0.00,0.00,=,=,0.40,0.33,0.00,0.00,=,=,4.00,1.00,0.00,0.00,0.00,0.00,0.75,1.00,=,=,=,=,0.00,0.00,=,=,=,=,1.00,1.00,=,=,=,=,1.00,2.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,=,=,=,=,=,=,1.00,2.00,=,=,=,=,1.00,0.00,=,=,=,=,1.00,0.00,=,=,=,=,0.00,0.00,=,=,=,=,1.00,0.00,=,=,=,=,1.00,0.00,=,=,=,=,1.00,0.00,1.00,0.00,2.00,=,0.00,=,0.00,=,0.00,=,0.00,=,"Cabell Huntington Hospital, Center for Advanced Reproductive Medicine",Yes,No,Yes,No,Yes,No,Yes,0.00,WV
449.00,WEST VIRGINIA UNIVERSITY CENTER FOR REPRODUCTIVE MEDICINE,,MORGANTOWN,WEST VIRGINIA,1.00,0.54,0.02,0.00,0.00,0.33,0.17,0.15,0.24,0.02,0.65,0.05,0.06,0.05,0.50,66.00,0.00,"Roger C. Toffle, MD",34.00,18.00,4.00,1.00,0.00,0.00,17.60,0.22,0.00,1.00,=,=,2.10,2.00,2.30,=,=,=,40.40,12.50,0.22,=,=,=,0.00,0.00,0.00,=,=,=,23.50,0.17,0.50,0.00,=,=,2.90,0.00,0.00,0.00,=,=,38.20,0.17,0.50,0.00,=,=,41.20,0.17,0.50,0.00,=,=,25.00,12.00,4.00,0.00,0.00,0.00,32.00,0.25,0.50,=,=,=,4.00,0.00,0.00,=,=,=,52.00,0.25,0.50,=,=,=,56.00,0.25,0.50,=,=,=,14.00,3.00,2.00,0.00,0.00,0.00,0.57,1.00,1.00,=,=,=,0.07,0.00,0.00,=,=,=,0.93,1.00,1.00,=,=,=,2.00,6.00,1.00,0.00,0.00,0.00,2.00,5.00,1.00,0.00,0.00,0.00,1.00,2.50,=,=,=,=,2.00,2.40,2.00,=,=,=,0.25,0.17,0.00,=,=,=,0.50,0.00,0.00,=,=,=,0.00,0.00,0.00,=,=,=,0.50,0.00,0.00,=,=,=,0.50,0.20,0.00,=,=,=,0.00,0.00,0.00,0.00,=,=,=,=,=,=,=,=,=,=,West Virginia University Center for Reproductive Medicine,No,No,Yes,No,Yes,Yes,Yes,0.00,WV
450.00,AURORA FERTILITY SERVICES-GREEN BAY,THE WOMEN'S CENTER AT AURORA BAYCARE MEDICAL CENTER,GREEN BAY,WISCONSIN,1.00,0.99,0.00,0.00,0.06,0.20,0.21,0.13,0.07,0.09,0.92,0.20,0.00,0.03,0.58,142.00,0.00,"Aida Shanti, MD",59.00,28.00,7.00,5.00,2.00,0.00,1.70,0.00,0.00,0.00,0.00,=,1.90,1.90,1.90,2.60,2.00,=,36.20,25.00,0.31,0.00,0.00,=,3.80,0.00,0.14,0.00,0.00,=,23.70,17.90,0.14,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,40.70,28.60,0.29,0.00,0.00,=,49.20,39.30,0.43,0.00,0.50,=,54.00,27.00,7.00,5.00,1.00,0.00,25.90,18.50,0.14,0.00,0.00,=,0.00,0.00,0.00,0.00,0.00,=,44.40,29.60,0.29,0.00,0.00,=,53.70,40.70,0.43,0.00,1.00,=,29.00,11.00,3.00,0.00,1.00,0.00,48.30,0.45,0.33,=,0.00,=,0.00,0.00,0.00,=,0.00,=,82.80,0.73,0.67,=,0.00,=,18.00,15.00,2.00,2.00,0.00,1.00,18.00,15.00,2.00,2.00,0.00,1.00,3.60,3.00,=,=,=,=,1.80,1.80,1.50,1.50,=,2.00,36.40,25.90,0.00,0.33,=,0.00,0.22,0.33,0.00,0.50,=,0.00,0.06,0.00,0.00,0.00,=,0.00,0.39,0.40,0.00,0.50,=,0.00,0.39,0.40,0.50,0.50,=,0.00,2.00,1.00,1.00,1.00,1.00,2.00,1.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0.00,WI
451.00,GUNDERSEN FERTILITY CENTER,,LA CROSSE,WISCONSIN,1.00,0.90,0.00,0.00,0.04,0.22,0.14,0.32,0.38,0.19,0.46,0.16,0.03,0.27,0.28,74.00,0.00,"Sana Salih, MD",33.00,6.00,6.00,2.00,2.00,1.00,9.10,0.17,0.17,0.00,0.00,0.00,1.60,2.00,3.30,3.00,3.00,2.00,44.90,0.20,0.31,0.00,0.17,0.00,32.10,0.00,0.00,0.00,0.00,0.00,36.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.50,0.17,0.17,0.00,0.00,0.00,48.50,0.17,0.33,0.00,0.50,0.00,30.00,5.00,4.00,2.00,2.00,1.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.00,0.20,0.25,0.00,0.00,0.00,53.30,0.20,0.50,0.00,0.50,0.00,16.00,1.00,2.00,0.00,1.00,0.00,0.75,0.00,0.00,=,0.00,=,0.00,0.00,0.00,=,0.00,=,0.94,1.00,0.50,=,0.00,=,11.00,2.00,1.00,0.00,0.00,0.00,10.00,2.00,1.00,0.00,0.00,0.00,5.00,=,=,=,=,=,1.90,3.00,2.00,=,=,=,0.32,0.50,0.00,=,=,=,0.60,0.50,0.00,=,=,=,0.00,0.00,0.00,=,=,=,0.60,1.00,0.00,=,=,=,0.60,1.00,0.00,=,=,=,5.00,5.00,5.00,5.00,1.60,2.00,0.50,0.30,0.40,0.60,0.60,0.60,0.60,0.80,This clinic has closed or reorganized since 2012.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,0.00,WI
452.00,UNIVERSITY OF WISCONSIN-GENERATIONS FERTILITY CARE,,MIDDLETON,WISCONSIN,1.00,0.52,0.00,0.00,0.01,0.14,0.21,0.13,0.06,0.04,0.47,0.01,0.17,0.02,0.17,129.00,2.00,"Dan I. Lebovic, MD",59.00,19.00,7.00,5.00,0.00,0.00,10.20,0.11,0.14,0.20,=,=,1.60,1.90,2.00,2.30,=,=,40.80,40.00,0.17,0.43,=,=,37.20,0.19,0.17,0.00,=,=,27.10,0.32,0.29,0.00,=,=,1.70,0.00,0.00,0.20,=,=,37.30,0.42,0.29,0.20,=,=,45.80,0.47,0.29,0.20,=,=,48.00,16.00,6.00,3.00,0.00,0.00,33.30,0.38,0.33,0.00,=,=,2.10,0.00,0.00,0.33,=,=,45.80,0.50,0.33,0.33,=,=,56.30,0.56,0.33,0.33,=,=,27.00,9.00,2.00,1.00,0.00,0.00,59.30,0.67,1.00,0.00,=,=,3.70,0.00,0.00,1.00,=,=,81.50,0.89,1.00,1.00,=,=,23.00,8.00,3.00,2.00,0.00,0.00,20.00,6.00,3.00,2.00,0.00,0.00,1.20,3.00,=,1.00,=,=,1.90,1.80,1.70,2.00,=,=,34.20,0.45,0.00,0.75,=,=,35.00,0.33,0.00,0.50,=,=,0.00,0.00,0.00,0.00,=,=,45.00,0.50,0.00,1.00,=,=,60.00,0.67,0.00,1.00,=,=,0.00,1.00,0.00,1.00,=,2.00,=,0.00,=,0.00,=,0.00,=,0.00,University of Wisconsin-Generations Fertility Care,Yes,No,Yes,No,Yes,Yes,Yes,0.00,WI
453.00,WISCONSIN FERTILITY INSTITUTE,,MIDDLETON,WISCONSIN,1.00,0.84,0.00,0.03,0.06,0.11,0.18,0.45,0.07,0.07,0.28,0.09,0.08,0.12,0.16,280.00,12.00,"David L. Olive, MD",68.00,16.00,18.00,5.00,5.00,4.00,7.40,0.19,0.17,0.20,0.20,0.25,2.30,2.60,3.10,3.00,3.30,1.70,17.80,5.90,18.20,0.25,0.00,0.00,4.80,0.08,0.00,0.00,0.00,0.00,14.70,0.13,0.22,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.10,0.13,0.33,0.20,0.00,0.00,30.90,0.13,0.33,0.60,0.00,0.00,63.00,13.00,14.00,4.00,3.00,3.00,15.90,0.15,0.29,0.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23.80,0.15,0.43,0.25,0.00,0.00,33.30,0.15,0.43,0.75,0.00,0.00,21.00,2.00,6.00,3.00,0.00,0.00,47.60,1.00,0.67,0.33,=,=,0.00,0.00,0.00,0.00,=,=,71.40,1.00,1.00,0.33,=,=,72.00,16.00,4.00,2.00,1.00,0.00,65.00,14.00,4.00,1.00,1.00,0.00,1.50,1.30,1.30,0.50,1.00,=,2.20,2.20,1.80,1.00,1.00,=,15.20,0.00,0.00,0.00,0.00,=,10.80,0.00,0.00,0.00,0.00,=,3.10,0.00,0.00,0.00,0.00,=,18.50,0.00,0.00,0.00,0.00,=,26.20,0.07,0.00,0.00,0.00,=,24.00,33.00,20.00,31.00,2.00,2.00,55.00,21.30,35.00,29.00,55.00,32.30,70.00,38.70,Wisconsin Fertility Institute,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0.00,WI
