PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,,WOODBURY,MINNESOTA,100%,0%,0%,0%,81%,0%,<1%,8%,5%,2%,8%,<1%,31%,4%,8%,6%,27%,"Jacques P. Stassart, M.D.",248,86,57,9,55.2,48.8,38.6,0.222222222,49.2,43,33.3,0.111111111,-12.4,-20.9,-24.5,=,50.2,45.1,38,0.111111111,51.7,48.1,38,0.142857143,36.4,32.5,26,0.142857143,2,4.7,12.3,0,2.2,2.6,2.9,2.3,24.1,28.6,18.2,0,4.4,4.8,13.6,0,29.5,32.4,0.315789474,0,35,14,5,1,34.3,0.357142857,0.4,0,2.3,2.3,3.6,2,50,11,56,0.090909091,2.3,1.9,Reproductive Medicine & Infertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MISSISSIPPI FERTILITY INSTITUTE AT WOMEN'S SPECIALTY CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,67%,0%,0%,17%,2%,7%,16%,<1%,7%,3%,19%,22%,6%,"John D. Isaacs, Jr., M.D.",98,23,20,0,45.9,43.5,25,=,41.8,43.5,20,=,-19.5,-40.5,-35,=,45.1,50,0.266666667,=,47.7,50,0.266666667,=,27.9,35,0.2,=,7.1,13,25,=,2.7,2.7,3.1,=,37.8,0.3,0.4,=,8.9,0.1,0,=,41.5,0.3,0.25,=,15,11,0,2,0.2,0.181818182,=,0.5,2.6,2.3,=,3,10,2,0.3,0,3,2,Mississippi Fertility Institute at Women's Specialty Center,Yes,Yes,No,No,Yes,Yes,Yes
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,92%,0%,1%,21%,4%,4%,12%,<1%,7%,9%,0%,24%,18%,"Randall S. Hines, M.D.",57,18,6,4,49.1,0.333333333,0.166666667,0,40.4,0.333333333,0.166666667,0,-25.5,=,=,=,41.8,0.352941176,0.166666667,0,44.2,0.352941176,0.25,0,34.6,0.294117647,0.25,0,3.5,0.055555556,0,0.5,2.9,2.8,3,1,25,0,0,=,3.6,0.166666667,0,=,21.7,0.166666667,0,=,20,4,1,0,0,0,1,=,2.7,2.8,2,=,9,3,0.111111111,0.666666667,2.9,2.3,University of Mississippi Medical Center,Yes,Yes,No,Yes,Yes,Yes,Yes
ADVANCED REPRODUCTIVE SPECIALISTS,,CHESTERFIELD,MISSOURI,100%,0%,0%,0%,0%,0%,0%,13%,26%,0%,8%,2%,0%,0%,2%,43%,6%,"Jorge A. Pineda, M.D.",28,4,2,5,50,0.25,0,0,42.9,0,0,0,-36.7,=,=,=,46.2,0,0,0,50,0,0,0,41.7,0,0,0,7.1,0,0,0.2,2.8,3,2,3,0.071428571,0,=,=,0.071428571,0,=,=,0.166666667,=,=,=,4,2,1,0,0.25,0,0,=,3.8,4,4,=,0,0,=,=,=,=,Advanced Reproductive Specialists,Yes,No,No,No,Yes,Yes,Yes
INFERTILITY INSTITUTE,,CHESTERFIELD,MISSOURI,100%,0%,0%,0%,84%,0%,0%,3%,6%,6%,3%,<1%,8%,<1%,0%,37%,35%,"Anthony C. Pearlstone, M.D.",61,35,22,10,57.4,48.6,36.4,0.4,44.3,37.1,22.7,0.2,-24.9,-32.1,-35,=,45,43.3,25,0.222222222,46.6,46.4,0.263157895,0.25,24.1,21.4,0.105263158,0.125,1.6,14.3,9.1,0.1,2.7,3.1,2.8,4.6,37.1,0.176470588,0.25,0,5.7,0.235294118,0.125,0.25,48.1,0.538461538,0.6,0.5,0,0,2,0,=,=,0,=,=,=,3.5,=,8,1,0.625,0,2.3,4,Infertility Institute,Yes,No,Yes,No,Yes,Yes,Yes
UNIVERSITY OF MISSOURI HOSPITAL AND CLINICS ,IVF EMBRYOLOGY LABORATORY,COLUMBIA,MISSOURI,100%,0%,0%,0%,25%,0%,0%,16%,0%,6%,12%,0%,22%,0%,0%,28%,16%,"John W. Cassels, M.D.",15,10,3,0,0.066666667,0,0.333333333,=,0,0,0.333333333,=,=,=,=,=,0,0,1,=,0,0,1,=,0,0,1,=,0.066666667,0.5,0.666666667,=,2.7,2.8,2,=,1,=,0,=,0,=,0,=,=,=,0,=,1,0,0,0,0,=,=,=,1,=,=,=,0,2,=,0,=,2.5,"University of Missouri Hospital and Clinics, IVF Embryology Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Yes
MIDWEST WOMEN'S HEALTHCARE,,KANSAS CITY,MISSOURI,100%,0%,0%,0%,89%,0%,0%,12%,10%,2%,14%,0%,17%,0%,0%,16%,29%,"Gregory C. Starks, M.D.",39,18,11,7,43.6,0.5,0.090909091,0.285714286,41,0.444444444,0.090909091,0.142857143,-30.9,=,=,=,43.2,0.5,0.142857143,0.142857143,47.1,0.5,0.142857143,0.142857143,35.3,0.375,0,0.142857143,5.1,0.111111111,0.363636364,0,2,1.9,1.9,2.1,0.235294118,0.333333333,1,0,0,0,0,0,0.25,0.25,1,0,5,5,5,0,0,0,0.2,=,2,2,2.4,=,4,0,0.75,=,2,=,Midwest Women's Healthcare,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY & IVF CENTER,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,67%,2%,0%,10%,<1%,32%,2%,0%,13%,4%,4%,5%,29%,"Ronald P. Wilbois, M.D.",40,10,11,2,52.5,0.4,0.454545455,0,42.5,0.2,0.363636364,0,-30.6,=,=,=,44.7,0.222222222,0.444444444,0,45.9,0.222222222,0.444444444,0,24.3,0.222222222,0.222222222,0,5,0.1,0.181818182,0,2.2,2,2.4,2.5,57.1,0,0.6,=,0,0,0,=,0.470588235,0,0.5,=,6,2,1,1,0,0,0,0,2.5,2.5,3,2,29,6,37.9,0.166666667,2.4,2.2,Infertility & IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER AT,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNES--JEWISH HOSPITAL,ST. LOUIS,MISSOURI,100%,0%,0%,0%,45%,0%,<1%,16%,9%,4%,8%,<1%,21%,4%,14%,12%,12%,"Randall R. Odem, M.D.",226,91,61,17,47.3,42.9,31.1,0.294117647,41.2,37.4,24.6,0.235294118,-12.9,-19.9,-21.6,=,47,44.7,31.3,0.307692308,48.4,44.7,32.6,0.307692308,34.4,34.2,26.1,0.307692308,12.4,16.5,21.3,0.235294118,2.1,2.5,2.6,2.2,23.4,17.9,0.157894737,0.2,5.6,5.1,0.052631579,0,29,23.5,0.2,0,28,9,7,3,17.9,0.222222222,0.285714286,0,2.2,1.7,2.4,2,11,3,0.727272727,0,2,1.7,The Infertility and Reproductive Medicine Center at Washington University School of Medicine and Barnes--Jewish Hospital,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY CENTER OF ST. LOUIS,,ST. LOUIS,MISSOURI,85%,2%,12%,<1%,92%,0%,2%,4%,2%,15%,1%,<1%,46%,4%,7%,3%,17%,"Sherman J. Silber, M.D.",108,21,26,9,46.3,57.1,19.2,0.222222222,38.9,38.1,15.4,0.111111111,-18.4,-41.6,-27.8,=,39.3,38.1,16,0.125,41.2,40,19,0.166666667,24.5,25,14.3,0.166666667,0.9,0,3.8,0.111111111,3.2,3.8,3,5.2,32,0.333333333,0.2,0,10,0,0,0,40.5,0.375,0.25,0,12,4,2,1,0.166666667,0.5,0.5,0,2.7,3,4,2,21,1,19,0,3.9,2,Infertility Center of St. Louis,Yes,No,Yes,Yes,Yes,Yes,Yes
"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, P.C.",,OMAHA,NEBRASKA,99%,0%,1%,0%,61%,0%,<1%,6%,3%,4%,<1%,0%,18%,<1%,1%,14%,52%,"Victoria M. Maclin, M.D.",170,44,38,12,21.2,9.1,26.3,0.25,16.5,6.8,15.8,0.25,-11.1,-14.3,-23.2,=,18.9,8.8,18.8,0.333333333,21.4,10,20.7,0.333333333,15.3,10,20.7,0.333333333,12.9,22.7,15.8,0.25,2.9,3.1,3.5,2.7,30.6,0,0.1,0,0,0,0.1,0,28.6,0,0,0,61,16,13,2,14.8,0.25,0.076923077,0,3,3.3,4.1,4.5,23,11,30.4,0.454545455,3,3.5,"Heartland Center for Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
NEBRASKA METHODIST HOSPITAL REI,,OMAHA,NEBRASKA,95%,0%,5%,0%,63%,0%,0%,17%,5%,6%,10%,<1%,20%,4%,6%,17%,14%,"Carolyn M. Doherty, M.D.",201,66,38,9,45.3,40.9,31.6,0.222222222,42.3,31.8,28.9,0.222222222,-13.6,-22.5,-28.9,=,45.5,37.5,33.3,0.285714286,46.4,39.6,34.4,0.333333333,25.1,28.3,25,0.333333333,7,15.2,13.2,0.222222222,2.7,3.2,3.6,4.2,37.4,11.1,0.25,0,9.9,18.5,0.166666667,0,45.9,28.6,0.272727273,0,34,16,4,1,44.1,0.25,0.5,0,2.2,2.6,2.8,3,61,13,45.9,0.307692308,2.8,2.6,Nebraska Methodist Hospital REI,Yes,No,Yes,Yes,Yes,Yes,Yes
FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,87%,0%,<1%,18%,4%,13%,2%,<1%,25%,2%,12%,11%,13%,"Bruce S. Shapiro, M.D.",121,33,31,10,25.6,12.1,19.4,0,22.3,6.1,6.5,0,-14.8,-14.2,-15.1,=,24.1,6.3,8.3,0,29.3,0.111111111,0.125,0,17.4,0.111111111,0.125,0,7.4,3,22.6,0.1,2.1,2.2,2.3,2.3,32.3,0,0,=,9.7,0,0,=,40.7,0,0,=,9,1,0,0,0.333333333,0,=,=,2.6,3,=,=,37,1,48.6,0,2.1,2,Fertility Center of Las Vegas,Yes,No,Yes,Yes,Yes,Yes,Yes
NEVADA FERTILITY C.A.R.E.S.,,LAS VEGAS,NEVADA,100%,0%,0%,0%,17%,1%,0%,12%,5%,15%,7%,<1%,19%,10%,15%,8%,8%,"Rachel A. McConnell, M.D.",50,19,21,7,44,0.473684211,23.8,0.285714286,42,0.421052632,19,0.285714286,-27.4,=,-33.5,=,44.7,0.444444444,0.235294118,0.285714286,45.7,0.5,0.307692308,0.285714286,17.4,0.5,0.230769231,0.285714286,6,0.052631579,19,0,3.1,2.7,2.5,2.6,36.4,0.111111111,0.2,0,22.7,0,0,0,61.9,0,0.25,0,6,2,0,1,0,0,=,0,3,4.5,=,1,7,2,0.285714286,0,3.1,3.5,Nevada Fertility C.A.R.E.S.,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,,RENO,NEVADA,100%,0%,0%,0%,59%,0%,8%,8%,3%,28%,3%,2%,9%,4%,<1%,26%,16%,"Russell A. Foulk, M.D.",52,33,37,10,55.8,51.5,40.5,0.4,51.9,48.5,21.6,0.3,-27.2,-34.1,-26.5,=,51.9,50,23.5,0.3,54,53.3,25.8,0.333333333,32,33.3,22.6,0.222222222,0,3,8.1,0,2.8,3.2,3.5,4,24.1,0.352941176,0.066666667,0.25,13.8,0.058823529,0,0,40.7,0.375,0.125,0.333333333,23,19,7,3,65.2,0.315789474,0.285714286,0,2.7,3,3,3.7,72,60,56.9,36.7,2.9,3.2,The Nevada Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DARTMOUTH--HITCHCOCK MEDICAL CENTER,,LEBANON,NEW HAMPSHIRE,100%,0%,0%,0%,30%,0%,0%,22%,3%,8%,5%,<1%,20%,2%,21%,6%,12%,"Misty B. Porter, M.D.",53,23,24,6,41.5,34.8,33.3,0,37.7,30.4,25,0,-26.1,-37.6,-34.6,=,40.8,33.3,28.6,0,41.7,35,0.315789474,0,33.3,25,0.263157895,0,7.5,8.7,12.5,0.333333333,2.2,2.4,2.9,3.8,27.3,0.375,0.125,=,0,0,0,=,20,0.285714286,0.166666667,=,26,8,6,0,23.1,0.5,0.333333333,=,2.1,2.4,2.5,=,8,6,0.625,0.166666667,2,1.7,Dartmouth--Hitchcock Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CENTER FOR REPRODUCTIVE ENDOCRINOLOGY,,BEDMINSTER,NEW JERSEY,100%,0%,0%,0%,74%,0%,0%,11%,3%,12%,8%,0%,14%,5%,20%,15%,12%,"Alexander M. Dlugi, M.D.",127,64,76,23,42.5,20.3,26.3,17.4,37,18.8,19.7,13,-16.8,-19.1,-17.9,-26.8,42.3,21.4,21.7,15,55.3,27.9,31.3,0.214285714,36.5,18.6,22.9,0.214285714,12.6,12.5,9.2,13,2.2,2.1,2.1,1.8,27.8,0.153846154,35,0,3.7,0.153846154,0,0,34,0.333333333,0.266666667,0,3,0,1,2,0.333333333,=,0,0,2,=,2,3,1,0,0,=,3,=,The Center for Reproductive Endocrinology,No,No,Yes,No,Yes,Yes,Yes
CENTER FOR ADVANCED REPRODUCTIVE MEDICINE AND FERTILITY,,EDISON,NEW JERSEY,100%,0%,0%,0%,53%,0%,0%,11%,6%,17%,5%,<1%,23%,<1%,4%,12%,21%,"Gregory H. Corsan, M.D.",95,39,31,7,42.1,46.2,45.2,0,35.8,30.8,25.8,0,-19.3,-29,-30.8,=,40,33.3,28.6,0,42.5,35.3,32,0,28.8,29.4,16,0,10.5,7.7,9.7,0,2.6,3.1,3.6,4.8,32.5,0.111111111,0.214285714,=,2.5,0.055555556,0.071428571,=,32.4,0.166666667,0.5,=,7,5,0,1,0.285714286,0.6,=,1,4,3,=,4,10,1,0.5,0,2.3,1,Center for Advanced Reproductive Medicine and Fertility,Yes,Yes,Yes,No,Yes,Yes,Yes
WOMEN'S FERTILITY CENTER,,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,63%,0%,0%,22%,4%,28%,4%,2%,19%,0%,4%,2%,15%,"Philip R. Lesorgen, M.D.",11,11,18,1,0.272727273,0.181818182,0.222222222,0,0.272727273,0.181818182,0.222222222,0,=,=,=,=,0.272727273,0.181818182,0.25,0,0.272727273,0.181818182,0.266666667,=,0.181818182,0.181818182,0.2,=,0,0,0.111111111,0,3.1,2.5,3,=,0.333333333,0,0.25,=,0,0,0,=,0.333333333,0,0.25,=,2,0,1,0,0,=,0,=,2,=,4,=,0,0,=,=,=,=,Women's Fertility Center,No,No,Yes,No,Yes,No,Yes
NORTH HUDSON I.V.F. ,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,34%,0%,0%,6%,17%,35%,0%,1%,17%,3%,1%,13%,7%,"Jane E. Miller, M.D.",17,3,6,2,0.529411765,0.333333333,0.333333333,0,0.529411765,0.333333333,0.333333333,0,=,=,=,=,0.5625,0.333333333,0.333333333,0,0.6,0.333333333,0.333333333,0,0.4,0.333333333,0,0,0.058823529,0,0,0,2.2,2.7,2.7,1,0.333333333,0,1,=,0.111111111,0,0,=,0.333333333,0,1,=,3,0,1,0,0.666666667,=,1,=,3.3,=,2,=,20,11,70,0.363636364,2.2,3,"North Hudson I.V.F., Center for Fertility and Gynecology",Yes,Yes,Yes,Yes,Yes,Yes,Yes
HAMILTON REPRODUCTIVE MEDICINE,,HAMILTON SQUARE,NEW JERSEY,100%,0%,0%,0%,83%,0%,0%,16%,0%,0%,17%,0%,42%,0%,0%,0%,25%,"Grace Lee, M.D.",2,2,0,2,0,0.5,=,1,0,0.5,=,0,=,=,=,=,0,0.5,=,0,0,0.5,=,0,0,0,=,0,0,0,=,0,3,2.5,=,2,=,1,=,0,=,0,=,0,=,1,=,=,1,1,3,0,1,0,0.333333333,=,3,2,2.3,=,0,0,=,=,=,=,Hamilton Reproductive Medicine,No,No,Yes,No,Yes,Yes,Yes
"UNIVERSITY REPRODUCTIVE ASSOCIATES, P.C.",,HASBROUCK HEIGHTS,NEW JERSEY,100%,0%,0%,0%,60%,0%,0%,11%,1%,6%,3%,<1%,18%,0%,11%,8%,41%,"Jose M. Colon, M.D.",51,29,30,18,47.1,48.3,20,0.277777778,41.2,41.4,10,0.166666667,-27,-35.8,-20.7,=,46.7,57.1,13,0.2,50,57.1,13,0.2,31,52.4,13,0.133333333,11.8,27.6,23.3,0.166666667,2.2,3.1,3.3,3.1,41.7,0.071428571,0.166666667,0.2,0,0,0,0,38.1,0.083333333,0,0.333333333,6,6,1,1,0.166666667,0.166666667,0,0,2.2,3.5,4,2,0,0,=,=,=,=,"University Reproductive Associates, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
SHORE IVF AND REPRODUCTIVE MEDICINE,,LAKEWOOD,NEW JERSEY,100%,0%,0%,0%,26%,0%,0%,20%,13%,4%,8%,0%,17%,<1%,12%,13%,12%,"Allen Morgan, M.D.",48,17,17,9,50,0.235294118,0.176470588,0.111111111,45.8,0.235294118,0.117647059,0.111111111,-28.2,=,=,=,45.8,0.333333333,0.133333333,0.111111111,50,0.333333333,0.142857143,0.111111111,27.3,0.166666667,0.142857143,0.111111111,0,0.294117647,0.117647059,0,2.8,2.8,3.3,4,29.2,0.5,0,0,12.5,0,0,0,45.5,0.5,0,0,6,2,1,0,0.166666667,0.5,0,=,3.2,3,2,=,1,0,1,=,3,=,Shore IVF and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DELAWARE VALLEY OB/GYN AND INFERTILITY GROUP,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,40%,0%,0%,13%,11%,3%,5%,0%,14%,3%,9%,22%,20%,"Seth G. Derman, M.D.",62,26,25,12,38.7,34.6,16,0.416666667,32.3,26.9,16,0.333333333,-23.3,-34.1,-28.8,=,33.9,29.2,16.7,0.363636364,36.4,33.3,18.2,0.363636364,21.8,19,9.1,0.363636364,4.8,7.7,4,0.083333333,2.6,3,3,3.5,25,0.111111111,0.25,0,8.3,0.222222222,0.25,0,40,0.428571429,0.5,0,11,2,2,0,0.090909091,0.5,0,=,3,3,4,=,3,3,0,0,2.3,3.7,Delaware Valley OB/GYN and Infertility Group,Yes,No,Yes,No,Yes,Yes,Yes
PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,56%,<1%,0%,21%,10%,20%,2%,<1%,17%,1%,17%,4%,7%,"Althea M. O'Shaughnessy, M.D.",53,15,27,13,41.5,0.266666667,18.5,0.384615385,32.1,0.266666667,14.8,0.076923077,-25.1,=,-26.8,=,36.2,0.266666667,18.2,0.090909091,39.5,0.307692308,18.2,0.090909091,25.6,0.153846154,18.2,0.090909091,11.3,0,18.5,0.153846154,3,2.8,3.2,4,31.8,0.25,0.2,0,9.1,0.25,0,0,0.352941176,0.5,0,0,23,7,9,2,34.8,0.285714286,0.444444444,0,3.3,3,4.1,5.5,11,2,0.545454545,0,2.7,3,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes
"EAST COAST INFERTILITY AND IVF, P.C.",,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,66%,0%,<1%,9%,2%,7%,6%,<1%,13%,<1%,0%,15%,47%,"Miguel Damien, M.D.",83,61,61,35,51.8,29.5,31.1,22.9,41,19.7,27.9,8.6,-21.1,-19.9,-22.5,-17.8,46.6,25,33.3,9.7,47.2,26.1,35.4,10,38.9,13,29.2,10,12,21.3,16.4,11.4,2.8,2.8,3.1,3.2,14,0.222222222,0.263157895,0,0,0.111111111,0.105263158,0.125,17.6,0.5,0.176470588,0,12,5,2,1,0.5,0.2,0.5,1,2.7,3,4.5,4,17,4,0.176470588,0.75,2.7,3.5,"East Coast Infertility and IVF, P.C.",Yes,No,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE ,ST. BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,47%,0%,<1%,7%,16%,7%,5%,<1%,7%,14%,9%,20%,14%,"Margaret G. Garrisi, M.D.",234,177,181,92,42.7,36.2,27.1,14.1,33.8,31.1,21.5,8.7,-12.1,-13.6,-11.9,-11.6,36.9,34.8,26,10.3,40.9,38.5,27.7,12.9,25.9,28,18.4,9.7,8.5,10.7,17.1,15.2,2.2,2.6,2.9,2.5,34,21.9,28.6,0.384615385,2,7.8,12.2,0,36.7,27.3,33.3,0.25,51,37,29,5,33.3,35.1,27.6,0.2,2.2,2.6,2.4,3.6,65,46,50.8,32.6,2,2.1,This clinic has undergone reorganization since 2003.  Information on current clinic services and profile therefore is not provided here.  Contact SART for current information about this clinic.,,,,,,,
"COOPER CENTER FOR IN VITRO FERTILIZATION, P.C.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,54%,11%,1%,11%,3%,24%,2%,1%,15%,3%,8%,15%,18%,"Jerome H. Check, M.D., Ph.D.",339,230,313,157,29.8,19.1,15.7,10.2,24.5,15.7,11.8,7,-9.2,-9.3,-7.2,-8,27.9,18.6,14.8,9.3,39,26.3,22,15.3,22.1,19.7,19.6,15.3,12.1,15.7,20.1,24.8,2.5,2.5,2.5,2.3,38.6,22.7,16.3,0.125,5.9,9.1,2,0,43.4,25,10.8,0,165,62,64,16,30.3,33.9,17.2,0,2.7,3,2.8,3,107,95,46.7,25.3,2.9,3.1,"Cooper Center for In Vitro Fertilization, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,49%,0%,2%,12%,5%,0%,0%,1%,6%,0%,0%,18%,58%,"George S. Taliadouros, M.D.",23,13,15,4,52.2,0.307692308,0.2,0,39.1,0.307692308,0.133333333,0,-39.9,=,=,=,42.9,0.307692308,0.153846154,0,42.9,0.307692308,0.181818182,0,28.6,0.153846154,0,0,8.7,0,0.133333333,0.25,3.1,3.4,3.5,2.3,0.25,0.25,0.666666667,=,0.083333333,0.25,0.333333333,=,0.333333333,0.5,1,=,7,3,0,1,0.285714286,0,=,0,3.6,3,=,2,0,0,=,=,=,=,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes
"SOUTH JERSEY FERTILITY CENTER, P.A.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,58%,0%,0%,21%,5%,3%,6%,<1%,22%,3%,6%,17%,17%,"Robert A. Skaf, M.D.",165,78,53,24,40.6,33.3,34,16.7,35.8,28.2,17,16.7,-14.7,-20,-20.2,-29.8,40.1,30.1,18.8,20,41,31,18.8,0.210526316,27.8,19.7,14.6,0.210526316,10.9,6.4,9.4,16.7,2.3,2.5,3.1,3.2,23.9,26.9,0.222222222,0.5,13.4,3.8,0.111111111,0,32.2,36.4,0.222222222,0,18,16,4,1,0.277777778,0.3125,0.5,0,2.5,2.5,2.8,4,7,5,0.428571429,0.2,2.3,2.8,"South Jersey Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,54%,<1%,0%,16%,2%,19%,3%,<1%,11%,<1%,3%,22%,24%,"Arie Birkenfeld, M.D.",150,89,106,25,29.3,20.2,18.9,0,24,16.9,10.4,0,-13.6,-15.5,-11.6,-100,28.1,21.1,14.5,0,28.3,22.1,15.1,0,18.9,17.6,12.3,0,14.7,20.2,28.3,24,3.1,3.1,3.5,3.4,29.5,0.222222222,15,=,6.8,0,10,=,33.3,0.2,0.181818182,=,31,12,9,1,12.9,0.333333333,0.222222222,0,2.9,2.5,3.1,2,26,18,38.5,0.055555556,2.7,3.1,Diamond Institute for Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes
REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,49%,0%,2%,7%,12%,7%,3%,1%,14%,15%,<1%,21%,20%,"Richard T. Scott, Jr., M.D.",911,472,455,210,55.4,48.1,36.5,30.5,48.1,39.6,25.5,21,-6.5,-8.8,-8,-11.1,52.1,47,31.5,27.2,55.7,49.9,35.4,29.9,31.1,30.1,27.1,25.2,7.8,15.7,19.1,22.9,2.3,2.9,3,3.2,38,32.2,17.5,15.6,6.1,8.8,7.8,4.7,44.1,39.6,23.3,15.9,153,62,29,8,45.1,41.9,17.2,0.375,2.2,2.3,2.2,2.9,213,85,65.3,28.2,2.3,2.1,Reproductive Medicine Associates of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes
ROBERT WOOD JOHNSON MEDICAL SCHOOL IVF PROGRAM,,NEW BRUNSWICK,NEW JERSEY,100%,0%,0%,0%,48%,0%,0%,11%,8%,3%,3%,6%,27%,6%,<1%,12%,24%,"David B. Seifer, M.D.",97,50,33,21,32,36,24.2,19,24.7,32,18.2,14.3,-17.1,-25.8,-26.3,-29.3,31.2,41,20,0.230769231,34.3,44.4,21.4,0.230769231,20,36.1,14.3,0.230769231,20.6,22,9.1,38.1,2.4,2.4,2.6,3.5,45.2,0.277777778,0.25,0,0,0.055555556,0.125,0,41.7,0.1875,0.333333333,0,17,14,8,2,0.294117647,0.214285714,0,0,2.2,2.3,1.6,2,0,1,=,1,=,2,Robert Wood Johnson Medical School IVF Program,Yes,Yes,Yes,No,Yes,Yes,Yes
