OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,RED ROCK FERTILITY CENTER,,LAS VEGAS,NEVADA,100%,0%,0%,0%,65%,0%,3%,7%,4%,12%,7%,21%,1%,<1%,22%,4%,24%,0%,0.09,"Eva D. Littman, MD",46.00,26.00,26.00,6.00,3.00,15.40,9.30,5.50,0.06,0.00,32.60,26.90,11.50,0.17,0.00,30.40,26.90,7.70,0.17,0.00,(17.7Ð45.8),(11.6Ð47.8),(0.9Ð25.1),,,30.4,28,8.3,0.17,0.00,32.6,28,8.3,0.20,0.00,25.6,24,4.2,0.20,0.00,0,3.8,7.7,0.00,0.33,2.7,3.4,3,3.4,4,0.20,0.14,0.00,0.00,=,0.00,0.00,0.33,0.00,=,0.21,0.14,0.50,0.00,=,13,9,2,1,1,0.31,0.22,0.50,0.00,0.00,2,2.1,2.5,4,1,10,6,0.20,0.17,2.3,2.3,Red Rock Fertility Center,Yes,No,Yes,Yes,Yes,No,Yes,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,,RENO,NEVADA,100%,0%,0%,0%,60%,0%,5%,4%,7%,6%,2%,14%,2%,2%,8%,5%,7%,33%,0.21,"Russell A. Foulk, MD",64.00,21.00,37.00,6.00,2.00,40.00,16.10,11.40,0.00,0.00,57.80,38.10,29.70,0.17,0.00,51.60,28.60,21.60,0.00,0.00,(38.7Ð64.2),(11.3Ð52.2),(9.8Ð38.2),,,51.6,28.6,21.6,0.00,0.00,53.2,28.6,22.9,0.00,0.00,33.9,23.8,22.9,0.00,0.00,0,0,0,0.17,0.00,2.1,2.7,2.5,2.8,3.5,35.1,0.25,0.00,0.00,=,2.7,0.00,0.00,0.00,=,36.4,0.17,0.00,=,=,43,20,8,1,3,44.2,25,0.13,0.00,0.33,2.4,2.3,2.6,3,2,42,45,54.8,28.9,2.1,2.4,The Nevada Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,DARTMOUTH-HITCHCOCK MEDICAL CENTER,,LEBANON,NEW HAMPSHIRE,100%,0%,0%,0%,40%,0%,0%,0%,2%,9%,4%,14%,2%,1%,22%,2%,30%,8%,0.09,"Misty B. Porter, MD",56.00,26.00,34.00,10.00,2.00,25.00,23.80,23.00,0.00,0.00,30.40,30.80,44.10,0.00,0.00,26.80,26.90,26.50,0.00,0.00,(15.8Ð40.3),(11.6Ð47.8),(12.9Ð44.4),,,27.8,30.4,30,0.00,0.00,28.8,33.3,33.3,0.00,0.00,13.5,28.6,29.6,0.00,0.00,3.6,11.5,11.8,0.30,0.00,1.8,2,2.7,3.8,2.5,0.47,0.25,0.33,=,=,0.00,0.00,0.00,=,=,0.53,0.14,0.11,=,=,27,9,4,3,1,33.3,0.33,0.00,0.67,0.00,1.9,2.1,3.5,3.7,4,7,9,0.29,0.22,2,1.4,Dartmouth-Hitchcock Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,SHER INSTITUTE FOR REPRODUCTIVE MEDICINE-NEW JERSEY,,BEDMINSTER,NEW JERSEY,100%,0%,0%,0%,81%,<1%,0%,12%,3%,6%,4%,25%,<1%,0%,10%,2%,34%,6%,0.12,"Albert J. Peters, DO",76.00,55.00,58.00,29.00,15.00,35.50,16.70,16.20,14.30,4.30,48.70,23.60,20.70,17.20,0.27,39.50,18.20,13.80,10.30,0.00,(28.4Ð51.4),(9.1Ð30.9),(6.1Ð25.4),(2.2Ð27.4),,42.9,20.8,17.4,13.6,0.00,44.8,25,26.7,0.20,0.00,28.4,20,20,0.20,0.00,7.9,12.7,20.7,24.1,0.00,2.3,2.3,2.3,2.3,2.1,29.7,0.31,0.25,0.00,0.00,8.1,0.00,0.00,0.00,0.00,36.7,0.20,0.25,0.00,=,12,2,6,4,1,0.33,0.00,0.00,0.25,1.00,2.4,1.5,1.8,2.8,2,19,5,0.47,0.40,2.1,2.6,Sher Institute for Reproductive Medicine-New Jersey,Yes,No,Yes,Yes,Yes,No,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,CENTER FOR ADVANCED REPRODUCTIVE MEDICINE & FERTILITY,,EDISON,NEW JERSEY,100%,0%,0%,0%,64%,0%,0%,2%,3%,7%,10%,14%,4%,<1%,30%,1%,16%,3%,0.15,"Gregory H. Corsan, MD",119.00,38.00,37.00,8.00,5.00,25.70,13.80,13.20,7.70,0.00,34.50,26.30,32.40,0.25,0.20,26.90,23.70,29.70,0.25,0.00,(19.2Ð35.8),(11.4Ð40.2),(15.9Ð47.0),,,27.6,24.3,29.7,0.25,0.00,29.1,25.7,31.4,0.25,0.00,16.4,20,28.6,0.25,0.00,2.5,2.6,0,0.00,0.20,2.1,2.5,3,3.3,4.3,43.9,0.20,0.17,0.00,0.00,0,0.00,0.00,0.00,0.00,43.8,0.22,0.09,0.00,=,29,8,12,2,0,27.6,0.25,0.25,0.50,=,1.9,2.1,2.6,2.5,=,14,0,0.57,=,2,=,Center for Advanced Reproductive Medicine & Fertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,WOMEN'S FERTILITY CENTER,,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,96%,2%,0%,0%,0%,14%,3%,29%,0%,0%,20%,3%,2%,11%,0.20,"Philip R. Lesorgen, MD",13.00,14.00,17.00,5.00,4.00,25.00,15.40,25.00,0.07,0.00,0.54,0.29,0.29,0.40,0.25,0.31,0.21,0.24,0.00,0.00,,,,,,0.31,0.21,0.25,0.00,0.00,0.31,0.23,0.33,0.00,0.00,0.23,0.23,0.33,0.00,0.00,0.00,0.00,0.06,0.00,0.00,2.5,2,2,3,2,0.29,0.25,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.25,0.00,0.00,=,=,3,4,2,0,0,0.67,0.50,0.00,=,=,2.3,2,2,=,=,0,1,=,1.00,=,3,Women's Fertility Center,No,No,Yes,No,Yes,No,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,NORTH HUDSON I.V.F.,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,83%,0%,11%,0%,0%,5%,0%,36%,7%,2%,14%,7%,2%,16%,0.11,"Jane E. Miller, MD",5.00,4.00,7.00,1.00,1.00,0.27,0.78,0.50,=,0.50,0.40,1.00,0.57,0.00,1.00,0.40,1.00,0.57,0.00,1.00,,,,,,0.40,1.00,0.80,=,1.00,0.40,1.00,1.00,=,1.00,0.20,0.50,1.00,=,1.00,0.00,0.00,0.29,1.00,0.00,2.2,2.3,2,=,2,0.50,0.75,0.00,=,0.00,0.00,0.00,0.00,=,0.00,0.50,0.50,0.00,=,0.00,1,0,0,0,0,1.00,=,=,=,=,2,=,=,=,=,13,7,0.62,0.71,2,2.6,"North Hudson I.V.F., Center for Fertility and Gynecology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,"DOUGLAS S. RABIN, MD",,FAIR LAWN,NEW JERSEY,100%,0%,0%,0%,100%,6%,0%,0%,39%,10%,6%,2%,2%,0%,20%,0%,53%,0%,0.06,"Douglas S. Rabin, MD",13.00,7.00,5.00,4.00,4.00,25.00,0.33,0.08,0.06,0.00,0.46,0.29,0.20,0.25,0.00,0.38,0.14,0.20,0.25,0.00,,,,,,0.38,0.14,0.20,0.25,0.00,0.38,0.17,0.20,0.25,0.00,0.38,0.00,0.20,0.25,0.00,0.00,0.00,0.00,0.00,0.00,1.5,1.5,2.4,4.5,1.5,0.00,0.50,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.00,1.00,0.00,0.00,=,3,6,4,1,1,0.33,0.17,0.50,1.00,0.00,1.3,2.3,2.8,3,2,0,0,=,=,=,=,"Douglas S. Rabin, MD",Yes,Yes,Yes,Yes,Yes,No,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,"UNIVERSITY REPRODUCTIVE ASSOCIATES, PC",,HASBROUCK HEIGHTS,NEW JERSEY,100%,0%,0%,0%,90%,0%,<1%,0%,0%,3%,1%,4%,2%,<1%,31%,2%,2%,4%,0.50,"Peter G. McGovern, MD",137.00,54.00,56.00,31.00,18.00,29.10,26.60,15.10,7.90,4.20,46.70,46.30,39.30,25.80,0.06,38.70,29.60,26.80,9.70,0.06,(30.5Ð47.4),(18.0Ð43.6),(15.8Ð40.3),(2.0Ð25.8),,40.5,31.4,27.3,10.3,0.06,41.4,31.4,27.3,10.3,0.06,28.1,19.6,25.5,10.3,0.06,4.4,5.6,1.8,6.5,0.11,2.1,2.1,2.5,2.6,3,28.1,24,4.5,0.13,1.00,1.6,4,0,0.00,0.00,32.1,0.38,0.07,0.00,0.00,9,4,2,1,1,0.22,0.00,0.00,0.00,0.00,2.9,2,2.5,3,4,12,3,0.42,0.33,2.1,2,"University Reproductive Associates, PC",Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,SHORE INSTITUTE FOR REPRODUCTIVE MEDICINE,,LAKEWOOD,NEW JERSEY,100%,0%,0%,0%,26%,0%,0%,0%,0%,14%,7%,4%,3%,2%,27%,3%,27%,7%,0.06,"Allen Morgan, MD",35.00,17.00,16.00,4.00,1.00,24.40,23.50,10.50,0.00,0.00,37.10,0.29,0.25,0.00,0.00,34.30,0.29,0.19,0.00,0.00,(19.1Ð52.2),,,,,35.3,0.33,0.20,0.00,0.00,41.4,0.38,0.23,0.00,0.00,24.1,0.23,0.15,0.00,0.00,2.9,0.12,0.06,0.25,0.00,2.7,2.6,2.9,3.5,3,0.31,0.20,0.25,=,=,0.08,0.20,0.00,=,=,0.42,0.40,0.33,=,=,9,1,0,0,0,0.11,0.00,=,=,=,1.8,2,=,=,=,2,3,0.00,0.67,3,2.3,Shore Institute for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,DELAWARE VALLEY OBGYN AND INFERTILITY GROUP,PRINCETON IVF,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,53%,0%,0%,0%,0%,11%,11%,2%,0%,<1%,13%,4%,5%,24%,0.29,"Seth G. Derman, MD",48.00,31.00,21.00,14.00,5.00,21.20,14.30,7.50,7.70,0.10,31.30,35.50,14.30,0.14,0.40,31.30,16.10,9.50,0.07,0.20,(18.7Ð46.3),(5.5Ð33.7),(1.2Ð30.4),,,31.3,17.9,0.11,0.07,0.20,34.9,17.9,0.11,0.08,0.25,20.9,17.9,0.11,0.00,0.25,0,9.7,9.5,0.00,0.00,2.4,2.8,2.9,3,2.5,0.33,0.18,0.33,0.50,0.00,0.07,0.00,0.00,0.00,0.00,0.40,0.00,0.00,1.00,0.00,11,4,3,1,1,0.27,0.25,0.33,1.00,0.00,2.7,1.5,2.3,2,4,10,0,0.30,=,2.2,=,"Delaware Valley OBGYN and Infertility Group, Princeton IVF",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,58%,0%,0%,6%,0%,9%,2%,11%,2%,0%,25%,2%,16%,9%,0.23,"Althea M. O'Shaughnessy, MD",15.00,7.00,6.00,3.00,1.00,29.20,0.17,0.25,0.00,0.33,0.40,0.29,0.33,0.00,1.00,0.40,0.29,0.17,0.00,1.00,,,,,,0.40,0.33,0.20,0.00,1.00,0.55,0.50,0.25,0.00,1.00,0.45,0.50,0.25,0.00,1.00,0.00,0.14,0.17,0.00,0.00,2.2,3,2,3.3,3,0.17,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.00,0.17,0.00,0.00,=,0.00,5,1,2,0,0,0.80,0.00,0.50,=,=,2.4,4,5,=,=,1,0,1.00,=,3,=,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,EAST COAST INFERTILITY AND IVF,,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,53%,0%,0%,8%,<1%,2%,2%,7%,17%,3%,14%,8%,0%,21%,0.26,"Miguel Damien, MD",52.00,30.00,46.00,16.00,5.00,38.50,16.70,12.40,10.60,0.00,57.70,36.70,21.70,0.25,0.00,50.00,33.30,19.60,0.13,0.00,(35.8Ð64.2),(17.3Ð52.8),(9.4Ð33.9),,,53.1,34.5,21.4,0.13,0.00,57.8,38.5,23.7,0.15,0.00,37.8,34.6,21.1,0.15,0.00,5.8,3.3,8.7,0.06,0.00,2.3,2.8,3,3.6,1.5,30,0.18,0.10,0.25,=,3.3,0.00,0.10,0.00,=,34.6,0.10,0.11,0.00,=,2,3,2,0,0,0.00,0.00,0.50,=,=,1.5,1.7,3,=,=,17,7,0.76,0.29,2.1,1.9,East Coast Infertility and IVF,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,SAINT BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,100%,0%,0%,0%,52%,15%,0%,17%,<1%,5%,2%,<1%,<1%,0%,3%,35%,28%,18%,0.09,"Margaret G. Garrisi, MD",265.00,129.00,142.00,68.00,32.00,28.90,15.30,11.60,5.60,1.40,41.50,27.90,22.50,11.80,6.30,35.80,24.80,16.90,10.30,3.10,(30.1Ð41.9),(17.6Ð33.2),(11.1Ð24.1),(4.2Ð20.1),(0.1Ð16.2),38.2,27.1,18.9,11.1,3.7,41.9,28.6,21.6,12.1,4,26.9,20.5,18.9,8.6,4,6,8.5,10.6,7.4,15.6,2.4,2.8,2.9,3.1,3,38.2,33.3,12.5,0.38,0.00,3.6,0,6.3,0.00,0.00,35.8,28.1,12.5,0.29,0.00,39,20,15,5,3,43.6,25,0.40,0.00,0.00,2.1,2.4,1.6,2.6,3,43,19,53.5,0.26,2.1,2.3,"Institute for Reproductive Medicine and Science, Saint Barnabas Medical Center",Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,COOPER INSTITUTE FOR REPRODUCTIVE HORMONAL DISORDERS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,37%,3%,<1%,1%,3%,11%,4%,34%,2%,1%,12%,4%,8%,13%,0.12,"Jerome H. Check, MD, PhD",209.00,126.00,217.00,122.00,135.00,39.80,18.20,18.00,7.40,3.00,37.30,17.50,18.40,7.40,5.20,31.60,14.30,12.90,4.10,0.70,(25.3Ð38.3),(8.7Ð21.6),(8.7Ð18.1),(1.3Ð9.3),(0.0Ð4.1),37.5,18.6,19,5.7,1,50,25.7,23.7,9.8,1.4,30.3,18.6,18.6,9.8,1.4,15.8,23,32.3,27.9,23,2.1,2.1,2.3,2.1,2.4,35.9,22.7,15,0.00,0.00,5.1,4.5,5,0.00,0.00,39.4,0.28,21.4,0.00,0.00,81,36,25,19,8,53.1,30.6,28,0.11,0.13,2.2,2.3,2.8,2.6,2.5,52,89,61.5,40.4,2.2,2.4,Cooper Institute for Reproductive Hormonal Disorders,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,77%,0%,0%,<1%,2%,<1%,5%,0%,0%,<1%,3%,0%,0%,12%,0.79,"George S. Taliadouros, MD",49.00,37.00,25.00,6.00,0.00,27.60,30.40,19.20,0.00,=,51.00,51.40,28.00,0.00,=,42.90,35.10,20.00,0.00,=,(28.8Ð57.8),(20.2Ð52.5),(6.8Ð40.7),,,45.7,37.1,21.7,0.00,=,46.7,38.2,22.7,0.00,=,44.4,35.3,22.7,0.00,=,6.1,5.4,8,0.17,=,2.3,2.3,2.4,2.8,=,12,0.32,0.43,=,=,4,0.00,0.00,=,=,4.8,0.08,0.00,=,=,5,4,3,1,0,0.20,0.25,0.00,1.00,=,1.8,2.3,1.7,2,=,4,2,1.00,0.50,2,1.5,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,SOUTH JERSEY FERTILITY CENTER,,MARLTON,NEW JERSEY,100%,0%,0%,0%,64%,0%,<1%,3%,6%,11%,6%,8%,<1%,0%,15%,4%,8%,23%,0.25,"Robert A. Skaf, MD",168.00,92.00,80.00,29.00,11.00,30.80,24.70,12.00,9.30,3.70,45.80,39.10,22.50,31.00,0.09,38.10,30.40,17.50,10.30,0.09,(30.7Ð45.9),(21.3Ð40.9),(9.9Ð27.6),(2.2Ð27.4),,39.5,33.3,21.2,13,0.09,40,34.6,21.9,13,0.09,28.8,27.2,14.1,13,0.09,3.6,8.7,17.5,20.7,0.00,2,2.3,2.9,3.7,2.5,28.6,27.8,0.28,0.11,0.00,1.3,0,0.06,0.00,0.00,28.1,21.4,0.36,0.00,0.00,44,19,14,2,0,18.2,0.26,0.07,0.00,=,2,2,2.1,1,=,27,15,40.7,0.40,2.1,2,South Jersey Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,63%,0%,1%,6%,4%,11%,11%,41%,3%,<1%,4%,0%,14%,10%,0.05,"Arie Birkenfeld, MD",114.00,61.00,64.00,15.00,9.00,38.50,19.40,12.90,21.40,0.33,46.50,26.20,21.90,0.27,0.22,38.60,23.00,14.10,0.07,0.11,(29.6Ð48.2),(13.2Ð35.5),(6.6Ð25.0),,,41.1,25.9,16.7,0.09,0.20,42.7,28.6,17.6,0.09,0.25,27.2,22.4,11.8,0.09,0.00,6.1,11.5,15.6,0.27,0.44,1.9,2.1,2.3,2.5,2.3,41.5,0.13,0.14,0.00,0.50,3.8,0.06,0.07,0.25,0.00,36.4,0.21,0.33,0.00,1.00,48,18,17,1,4,54.2,0.28,0.35,0.00,0.25,1.9,2.1,1.8,2,1.5,24,14,37.5,0.79,2,1.9,Diamond Institute for Infertility,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,75%,0%,2%,2%,3%,4%,10%,3%,1%,<1%,18%,17%,0%,16%,0.31,"Michael R. Drews, MD",606.00,311.00,307.00,137.00,98.00,43.70,35.70,23.00,11.50,2.80,61.70,53.10,42.70,29.90,10.20,51.50,44.40,30.90,16.10,3.10,(47.4Ð55.5),(38.8Ð50.1),(25.8Ð36.4),(10.3Ð23.3),(0.6Ð8.7),53.6,48.3,37,20.2,4.4,55.6,50.2,38,21.2,4.6,34.2,32,28,17.3,4.6,4,8,16.3,20.4,30.6,2.1,2.4,2.7,3.4,3.3,35.3,36.4,21.4,14.6,0.00,3.7,4.8,6.1,2.4,0.00,38.5,36.2,26.3,18.2,0.00,197,130,82,32,13,52.8,46.9,35.4,28.1,0.31,1.9,1.8,1.8,2,1.9,170,137,67.6,48.2,2,1.9,Reproductive Medicine Associates of New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,VALLEY HOSPITAL FERTILITY CENTER,,PARAMUS,NEW JERSEY,100%,0%,0%,0%,31%,0%,4%,5%,4%,5%,16%,25%,3%,4%,8%,6%,10%,11%,0.13,"Ali Nasseri, MD, PhD",103.00,58.00,63.00,29.00,12.00,44.00,40.90,26.50,12.30,0.00,58.30,46.60,39.70,27.60,0.08,49.50,36.20,25.40,10.30,0.00,(39.5Ð59.5),(24.0Ð49.9),(15.3Ð37.9),(2.2Ð27.4),,51.5,38.9,28.1,13,0.00,52.6,42.9,30.8,13.6,0.00,36.1,24.5,21.2,9.1,0.00,3.9,6.9,9.5,20.7,0.08,1.9,1.9,2.2,2.6,2.6,26.7,40.7,32,0.00,0.00,5,3.7,0,0.13,0.00,31.4,42.9,0.31,0.33,=,23,11,4,3,1,17.4,0.36,0.25,0.33,0.00,2.2,2.2,2.8,2,2,1,2,0.00,0.00,2,2,Valley Hospital Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,IVF NEW JERSEY,,SOMERSET,NEW JERSEY,100%,0%,0%,0%,28%,0%,3%,1%,<1%,3%,7%,9%,1%,2%,15%,5%,6%,25%,0.26,"Michael C. Darder, MD",305.00,133.00,91.00,31.00,8.00,32.40,26.90,17.60,11.00,0.00,45.90,42.10,31.90,25.80,0.00,39.00,36.80,26.40,19.40,0.00,(33.5Ð44.7),(28.6Ð45.6),(17.7Ð36.7),(7.5Ð37.5),,41.5,39.8,27.6,21.4,0.00,43.6,43.4,29.3,25,0.00,24.9,32.7,22,25,0.00,5.9,7.5,4.4,9.7,0.13,2.3,2.4,2.8,3.4,3.5,42.1,32.1,37.9,0.25,=,4.3,1.8,3.4,0.00,=,42.9,24.5,25,0.00,=,37,19,6,1,0,45.9,0.47,0.67,0.00,=,1.8,2.1,2.2,2,=,101,32,65.3,50,1.9,2,IVF New Jersey,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
