OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code
205,BRIGHAM AND WOMEN'S HOSPITAL ART CENTER,,BOSTON,MASSACHUSETTS,>99%,<1%,0%,0%,39%,0%,1%,10%,5%,4%,5%,2%,19%,21%,20%,6%,10%,"Elizabeth S. Ginsburg, MD",496,408,381,177,45.8,37,27,24.9,38.5,30.9,19.2,16.4,(34.2Ð42.9),(26.4Ð35.6),(15.3Ð23.5),(11.3Ð22.7),39.8,32.6,20.5,17.3,43.1,35.3,22.1,19.2,33,27.5,16.1,17.9,3.2,5.4,6.6,5.1,1.8,2.2,2.8,3.8,26,21.2,27.2,20.5,0.4,2,4.9,0,23.6,22.2,27.4,6.9,95,59,28,8,36.8,27.1,17.9,0.25,2.1,2.4,2.6,3.3,73,46,50.7,45.7,2,2.2,Brigham and Women's Hospital ART Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MA
206,VINCENT IVF UNIT,MASSACHUSETTS GENERAL HOSPITAL,BOSTON,MASSACHUSETTS,100%,0%,0%,0%,45%,0%,<1%,6%,6%,12%,3%,<1%,24%,5%,21%,7%,17%,"Thomas L. Toth, MD",162,121,103,32,37.7,41.3,31.1,21.9,35.2,33.9,25.2,18.8,(27.9Ð43.1),(25.5Ð43.0),(17.2Ð34.8),(7.2Ð36.4),38,36.9,26.8,20.7,41.9,38.3,28.3,21.4,35.3,28,20.7,14.3,7.4,8.3,5.8,9.4,1.7,2,2.4,3.4,18,28,28.1,0.428571429,1.6,0,0,0,15.8,26.8,26.9,0.333333333,32,26,14,7,50,38.5,0.357142857,0,1.7,1.7,1.9,2.4,29,6,55.2,0.166666667,1.8,2,"Vincent IVF Unit, Massachusetts General Hospital",Yes,No,Yes,Yes,Yes,Yes,Yes,MA
207,REPRODUCTIVE SCIENCE CENTER,,LEXINGTON,MASSACHUSETTS,100%,0%,0%,0%,44%,0%,<1%,8%,8%,8%,5%,<1%,20%,4%,16%,11%,20%,"Samuel C. Pang, MD",789,494,378,189,46.6,36.8,26.5,15.3,39.5,29.1,21.7,9.5,(36.1Ð43.1),(25.2Ð33.4),(17.6Ð26.2),(5.7Ð14.6),41.7,31.8,25.1,11,46.1,35.8,28.5,12.9,32.3,27.1,21.5,11.4,5.1,8.3,13.5,13.2,1.8,1.9,2.4,2.6,29.6,19.2,20,6.9,1.1,3.3,7,6.9,29.8,24.3,24.4,0.111111111,124,75,40,13,39.5,41.3,35,0.153846154,1.7,1.8,2,2,86,54,54.7,31.5,2,1.7,This clinic has closed or reorganized since 2006.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,MA
208,"FERTILITY CENTERS OF NEW ENGLAND, INC.","NEW ENGLAND CLINICS OF REPRODUCTIVE MEDICINE, INC.",READING,MASSACHUSETTS,100%,0%,0%,0%,57%,<1%,<1%,9%,7%,7%,5%,4%,21%,8%,12%,11%,18%,"R. Ian Hardy, MD, PhD",355,173,172,81,42,32.4,23.8,9.9,35.8,27.7,16.9,4.9,(30.8Ð41.0),(21.2Ð35.1),(11.6Ð23.3),(1.4Ð12.2),36.4,30,17.9,5.2,39.6,31.8,23.6,7,28.7,21.2,21.1,7,1.7,7.5,5.8,4.9,2.1,2.1,2.3,2.6,26.8,35.7,14.6,0,1.3,0,0,0,27.6,33.3,10.3,0,58,33,16,8,22.4,15.2,0.1875,0.25,1.9,2.1,1.9,1.8,64,29,57.8,37.9,2,1.9,"Fertility Centers of New England, Inc., New England Clinics of Reproductive Medicine, Inc.",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MA
209,BAYSTATE REPRODUCTIVE MEDICINE,,SPRINGFIELD,MASSACHUSETTS,100%,0%,0%,0%,54%,0%,<1%,10%,11%,2%,6%,2%,24%,4%,23%,7%,12%,"Daniel Grow, MD",131,77,68,47,51.1,42.9,36.8,23.4,47.3,31.2,25,12.8,(38.5Ð56.2),(21.1Ð42.7),(15.3Ð37.0),(4.8Ð25.7),50,33.8,27.4,18.2,52.1,37.5,28.3,20,32.8,31.3,21.7,16.7,5.3,7.8,8.8,29.8,1.8,2.3,3,3.8,37.3,18.2,36,0.181818182,1.5,0,8,0,37.1,16.7,0.235294118,0.166666667,52,33,25,5,19.2,15.2,16,0,2,2.2,2.9,3.2,29,23,58.6,26.1,1.9,2,Baystate Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes,MA
210,BOSTON IVF,,WALTHAM,MASSACHUSETTS,>99%,<1%,0%,0%,39%,0%,<1%,9%,8%,0%,3%,1%,19%,26%,28%,2%,4%,"Michael M. Alper, MD",704,506,498,229,43.5,34.6,25.3,17,37.1,29.2,20.3,10.9,(33.5Ð40.8),(25.3Ð33.4),(16.8Ð24.1),(7.2Ð15.7),38.9,32,23.1,12.6,41.8,35.2,26.6,15.1,28.2,24.8,21.6,12.7,4.7,8.7,12.2,13.5,2,2.1,2.6,2.9,30.1,32.6,18.3,17.9,2.9,2.9,4,2.6,32.6,29.7,18.8,16,137,77,56,11,25.5,28.6,19.6,0.272727273,2,2.2,2.1,2.5,126,84,43.7,27.4,2,1.9,Boston IVF,Yes,No,Yes,Yes,Yes,Yes,Yes,MA
211,CENTER FOR REPRODUCTIVE MEDICINE,UNIVERSITY OF MICHIGAN REPRODUCTIVE ENDOCRINOLOGY AND INFERTILITY,ANN ARBOR,MICHIGAN,100%,0%,0%,0%,49%,0%,0%,6%,<1%,7%,1%,0%,29%,1%,3%,6%,47%,"Senait Fisseha, MD",58,28,13,6,37.9,17.9,0.230769231,0,36.2,10.7,0.153846154,0,(24.0Ð49.9),(2.3Ð28.2),,,44.7,14.3,0.25,0,45.7,15,0.285714286,0,30.4,15,0.142857143,0,19,25,0.384615385,0.5,2.2,2.4,2.6,3.3,27.3,0,0.333333333,=,4.5,0,0,=,33.3,0,0.5,=,7,7,5,1,0.142857143,0.142857143,0.2,0,2.3,2,2.8,2,11,5,0.363636364,0.2,1.9,3,"Center for Reproductive Medicine, University of Michigan Reproductive Endocrinology and Infertility",Yes,No,Yes,Yes,Yes,Yes,Yes,MI
212,"CENTER FOR REPRODUCTIVE MEDICINE AND SURGERY, PC",,BIRMINGHAM,MICHIGAN,100%,0%,0%,0%,79%,0%,0%,0%,24%,31%,1%,0%,6%,0%,0%,10%,29%,"Michael S. Mersol-Barg, MD",28,17,12,3,57.1,0.352941176,0.416666667,0,57.1,0.352941176,0.25,0,(37.2Ð75.5),,,,57.1,0.375,0.25,0,59.3,0.4,0.272727273,0,40.7,0.333333333,0.181818182,0,0,0.058823529,0,0,1.9,2.1,2.1,1.5,0.5625,0.333333333,0.2,=,0,0,0,=,0.3125,0.166666667,0.333333333,=,2,0,0,0,0,=,=,=,2,=,=,=,6,1,0.5,0,2,1,"Center for Reproductive Medicine and Surgery, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MI
213,CENTER FOR REPRODUCTIVE MEDICINE,OAKWOOD HOSPITAL AND MEDICAL CENTER,DEARBORN,MICHIGAN,100%,0%,0%,0%,66%,0%,2%,13%,6%,4%,4%,<1%,19%,<1%,8%,16%,29%,"David M. Magyar, DO",75,49,34,10,30.7,24.5,8.8,0.1,26.7,16.3,8.8,0,(17.1Ð38.1),(7.3Ð29.7),(1.9Ð23.7),,32.8,22.2,12.5,0,34.5,22.9,13,0,19,22.9,4.3,0,18.7,26.5,29.4,0.6,3.3,3.7,3.8,3.8,34.8,0.083333333,0.333333333,0,13,0,0.333333333,0,45,0,0.666666667,=,23,7,1,2,21.7,0.142857143,1,0,2.7,2.7,2,5,20,9,55,0.222222222,2.9,2.6,This clinic has closed or reorganized since 2006.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,MI
214,"GRAND RAPIDS FERTILITY & IVF, PC",,GRAND RAPIDS,MICHIGAN,100%,0%,0%,0%,78%,0%,0%,11%,2%,6%,12%,0%,23%,7%,8%,9%,23%,"Douglas C. Daly, MD",53,19,10,2,37.7,0.157894737,0,0,30.2,0.157894737,0,0,(18.3Ð44.3),,,,34,0.272727273,0,0,39,0.333333333,0,0,31.7,0.222222222,0,0,11.3,0.421052632,0,0,2.6,3.2,3,5.5,25,0.333333333,=,=,0,0,=,=,0.1875,0.333333333,=,=,41,14,5,1,22,0.357142857,0.2,0,2.8,2.4,2.6,1,8,26,0.375,23.1,2.1,2.2,"Grand Rapids Fertility & IVF, PC",Yes,Yes,No,Yes,Yes,Yes,Yes,MI
215,"MICHIGAN REPRODUCTIVE & IVF CENTER, PC",,GRAND RAPIDS,MICHIGAN,98%,0%,2%,0%,87%,0%,<1%,9%,3%,10%,10%,<1%,33%,3%,3%,8%,22%,"William G. Dodds, MD",270,97,56,15,55.6,43.3,33.9,0.333333333,47.4,36.1,25,0.266666667,(41.3Ð53.5),(26.6Ð46.5),(14.4Ð38.4),,50.8,41.2,28.6,0.285714286,52,42.2,29.2,0.285714286,35.4,27.7,22.9,0.142857143,6.7,12.4,12.5,0.066666667,2.4,2.9,3.3,4.4,28,26.2,0.263157895,0.2,5.3,14.3,0,0.2,32,34.3,0.214285714,0.5,121,48,19,2,39.7,25,0.210526316,0,3,3.2,3.1,2,34,65,41.2,41.5,2.1,2.8,"Michigan Reproductive & IVF Center, PC",Yes,Yes,No,Yes,Yes,Yes,Yes,MI
216,"INFERTILITY AND GYNECOLOGY CENTER OF LANSING, PC",,LANSING,MICHIGAN,100%,0%,0%,0%,92%,0%,0%,3%,9%,6%,6%,0%,10%,0%,1%,16%,49%,"Mohammad Mohsenian, MD",36,14,5,4,47.2,0.428571429,0.4,0,44.4,0.285714286,0.2,0,(27.9Ð61.9),,,,50,0.285714286,0.2,0,50,0.285714286,0.2,0,31.3,0.214285714,0.2,0,11.1,0,0,0.25,2.4,2.2,2.4,1.7,0.352941176,0.166666667,0,=,0,0,0,=,0.375,0.25,0,=,11,5,1,0,0.454545455,0,0,=,2.3,2.4,3,=,6,2,0.333333333,0,2.3,1.5,"Infertility and Gynecology Center of Lansing, PC",No,Yes,Yes,Yes,Yes,Yes,Yes,MI
217,MICHIGAN STATE UNIVERSITY,CENTER FOR ASSISTED REPRODUCTIVE TECHNOLOGY,LANSING,MICHIGAN,100%,0%,0%,0%,64%,0%,0%,3%,0%,3%,5%,0%,26%,0%,5%,5%,54%,"Harold Sauer, MD",11,15,5,5,0.272727273,0.333333333,0.6,0,0.272727273,0.333333333,0.4,0,,,,,0.333333333,0.5,0.666666667,0,0.333333333,0.5,0.666666667,0,0.222222222,0.3,0.666666667,0,0.181818182,0.333333333,0.4,0.6,2,2.2,2.3,1.5,0.333333333,0.4,0.333333333,=,0,0,0.333333333,=,0.333333333,0.4,0,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,"Michigan State University, Center for Assisted Reproductive Technology",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MI
218,IVF MICHIGAN,,ROCHESTER HILLS,MICHIGAN,99%,0%,1%,<1%,87%,<1%,2%,7%,11%,11%,4%,2%,15%,4%,3%,20%,25%,"Michael H. Fakih, MD",481,199,138,70,45.7,45.7,28.3,21.4,38.5,38.2,19.6,15.7,(34.1Ð43.0),(31.4Ð45.3),(13.3Ð27.2),(8.1Ð26.4),41.2,40.6,24.8,21.2,42.1,42.7,26,24.4,26,27,20.2,17.8,6.7,6,21,25.7,2.4,2.4,2.8,3,35,34.1,17.9,0.133333333,4.1,4.4,2.6,0.066666667,38.4,36.8,22.2,0.272727273,87,40,19,5,36.8,32.5,0.315789474,0.4,2.2,2.1,2.2,1.6,101,34,57.4,23.5,2.3,2.4,IVF Michigan,Yes,No,Yes,Yes,Yes,Yes,Yes,MI
219,UNIVERSITY WOMEN'S CARE/WAYNE STATE UNIVERSITY,,SOUTHFIELD,MICHIGAN,100%,0%,0%,0%,98%,0%,0%,6%,7%,16%,9%,0%,19%,6%,8%,9%,21%,"Elizabeth E. Puscheck, MD",24,16,5,2,54.2,0.5,0,0,50,0.4375,0,0,(29.1Ð70.9),,,,50,0.4375,0,0,50,0.4375,0,0,33.3,0.25,0,0,0,0,0,0,2.7,3.3,3,2,0.076923077,0.5,=,=,0.230769231,0,=,=,0.333333333,0.428571429,=,=,15,7,0,0,0.2,0.428571429,=,=,2.9,3.4,=,=,5,9,0.4,0.222222222,2,2.8,University Women's Care/Wayne State University,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MI
220,HENRY FORD REPRODUCTIVE MEDICINE,,TROY,MICHIGAN,100%,0%,0%,0%,33%,0%,0%,14%,4%,0%,9%,0%,29%,5%,13%,8%,18%,"Ronald C. Strickler, MD",35,23,12,2,40,26.1,0.166666667,0.5,40,26.1,0.166666667,0.5,(23.9Ð57.9),(10.2Ð48.4),,,46.7,0.333333333,0.25,0.5,51.9,0.375,0.285714286,0.5,37,0.3125,0.285714286,0,14.3,21.7,0.333333333,0,2.2,2,2.6,3.5,0.285714286,0.333333333,0,1,0,0,0,0,0.285714286,0.166666667,0,1,10,6,3,0,0.4,0.5,0,=,2.1,2,2.7,=,0,0,=,=,=,=,Henry Ford Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes,MI
221,"BRENDA L. MOSKOVITZ, MD, PC",,TROY,MICHIGAN,100%,0%,0%,0%,89%,0%,0%,5%,5%,0%,0%,0%,50%,5%,25%,0%,10%,"William R. Keye, MD",13,2,3,0,0.615384615,1,0,=,0.615384615,1,0,=,,,,,0.666666667,1,0,=,0.666666667,1,0,=,0.25,1,0,=,0.076923077,0,0,=,2.3,2.5,2,=,0.625,0.5,=,=,0.125,0,=,=,0.625,0,=,=,0,0,1,0,=,=,1,=,=,=,1,=,1,0,0,=,2,=,"Brenda L. Moskovitz, MD, PC",Yes,No,Yes,No,Yes,Yes,Yes,MI
222,"MICHIGAN CENTER FOR FERTILITY AND WOMEN'S HEALTH, PLC",,WARREN,MICHIGAN,100%,0%,0%,0%,78%,0%,0%,7%,10%,17%,5%,<1%,15%,9%,16%,12%,10%,"Carole L. Kowalczyk, MD",24,25,11,8,33.3,24,0.181818182,0,29.2,16,0.090909091,0,(12.6Ð51.1),(4.5Ð36.1),,,35,0.210526316,0.142857143,0,35,0.210526316,0.166666667,0,30,0.210526316,0,0,16.7,24,0.363636364,0.125,2.5,3.1,3,3.3,0,0,0.5,=,0.125,0,0,=,0.142857143,0,1,=,7,3,2,0,0.428571429,0.333333333,0,=,2.4,2.3,3,=,13,2,0.538461538,1,2.2,3,"Michigan Center for Fertility and Women's Health, PLC",Yes,Yes,Yes,Yes,Yes,Yes,No,MI
223,"THE MIDWEST CENTER FOR REPRODUCTIVE HEALTH, PA",,MAPLE GROVE,MINNESOTA,100%,0%,0%,0%,44%,<1%,<1%,8%,11%,<1%,5%,<1%,23%,5%,9%,7%,32%,"Randle S. Corfman, MD, PhD",112,30,24,4,58.9,46.7,29.2,0,54.5,43.3,20.8,0,(44.8Ð63.9),(25.5Ð62.6),(7.1Ð42.2),,56,48.1,21.7,0,57,48.1,25,0,35.5,33.3,15,0,2.7,10,4.2,0.25,2,2,2.1,2.5,42.4,0.214285714,0.285714286,=,1.5,0.071428571,0,=,37.7,0.307692308,0.4,=,42,16,10,1,31,0.3125,0.1,0,2,2.1,1.9,3,20,15,40,0.266666667,2,2.1,"The Midwest Center for Reproductive Health, PA",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN
224,CENTER FOR REPRODUCTIVE MEDICINE,ADVANCED REPRODUCTIVE TECHNOLOGIES,MINNEAPOLIS,MINNESOTA,100%,0%,0%,0%,56%,0%,<1%,9%,8%,22%,4%,1%,24%,3%,12%,6%,11%,"Bruce F. Campbell, MD",300,142,113,40,51.3,53.5,40.7,32.5,44.7,45.1,28.3,22.5,(39.0Ð50.5),(36.7Ð53.6),(20.2Ð37.6),(10.8Ð38.5),48.6,49.6,33,27.3,49.8,51.6,35.2,29,30.5,35.5,28.6,25.8,8,9.2,14.2,17.5,1.9,1.9,2,2.8,34.4,40.8,21.7,0.230769231,1.3,0,0,0.153846154,38.8,31.3,18.8,0.111111111,40,25,8,3,32.5,36,0.375,0.333333333,2,2.1,2.1,2,112,30,66.1,33.3,1.8,2,"Center for Reproductive Medicine, Advanced Reproductive Technologies",Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN
225,REPRODUCTIVE MEDICINE CENTER,,MINNEAPOLIS,MINNESOTA,100%,0%,0%,0%,75%,0%,0%,7%,6%,3%,5%,3%,29%,2%,11%,12%,23%,"Mark A. Damario, MD",146,79,51,21,51.4,43,33.3,23.8,43.8,32.9,27.5,14.3,(35.6Ð52.3),(22.7Ð44.4),(15.9Ð41.7),(3.0Ð36.3),49.2,40.6,32.6,0.166666667,52.5,44.1,34.1,0.176470588,37.7,33.9,24.4,0.117647059,11,19,15.7,14.3,2.1,2.3,2.5,2.9,29.3,17.6,0.235294118,0.4,0,0,0.058823529,0,28.1,23.1,0.285714286,0.333333333,19,15,7,1,0.315789474,0.333333333,0.142857143,0,2,2,2.1,3,6,1,0.333333333,0,2.2,2,Reproductive Medicine Center,Yes,No,Yes,Yes,Yes,Yes,Yes,MN
226,MAYO CLINIC ASSISTED REPRODUCTIVE TECHNOLOGIES,,ROCHESTER,MINNESOTA,100%,0%,0%,0%,73%,0%,0%,8%,0%,7%,3%,0%,48%,0%,11%,2%,21%,"Charles C. Coddington, MD",61,21,13,9,44.3,38.1,0.230769231,0.222222222,32.8,38.1,0.230769231,0.111111111,(21.3Ð46.0),(18.1Ð61.6),,,36.4,0.533333333,0.3,0.142857143,39.2,0.533333333,0.333333333,0.142857143,29.4,0.466666667,0.333333333,0.142857143,9.8,28.6,0.230769231,0.222222222,2.1,2.1,1.9,2.6,25.9,0.25,0,0,0,0,0,0,25,0.125,0,0,34,18,12,2,47.1,0.166666667,0.333333333,0.5,1.9,1.7,1.7,2,0,8,=,0.25,=,1.9,Mayo Clinic Assisted Reproductive Technologies,Yes,No,Yes,Yes,Yes,Yes,Yes,MN
227,REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,,WOODBURY,MINNESOTA,100%,0%,0%,0%,89%,0%,<1%,4%,3%,1%,3%,<1%,30%,5%,8%,4%,42%,"Jacques P. Stassart, MD",208,104,63,26,57.7,46.2,34.9,15.4,49,34.6,25.4,15.4,(42.1Ð56.0),(25.6Ð44.6),(15.3Ð37.9),(4.4Ð34.9),51,36.4,26.2,16,53.1,38.3,27.6,18.2,35.9,30.9,22.4,4.5,3.8,4.8,3.2,3.8,2,2.2,2.7,3,31.7,25,18.2,1,2.5,2.1,0,0,32.4,19.4,0.1875,0.75,55,29,13,3,34.5,17.2,0.230769231,0,1.9,2,2.2,1.3,67,26,41.8,19.2,1.9,2.2,Reproductive Medicine & Infertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MN
228,MISSISSIPPI FERTILITY INSTITUTE,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,70%,0%,<1%,25%,1%,6%,16%,2%,14%,0%,19%,6%,11%,"John Isaacs, Jr., MD",74,23,10,6,45.9,34.8,0.5,0.166666667,44.6,34.8,0.5,0.166666667,(33.0Ð56.6),(16.4Ð57.3),,,47.8,38.1,0.555555556,0.166666667,50,40,0.625,0.166666667,37.9,35,0.5,0.166666667,6.8,8.7,0.1,0,2.4,2.5,2.6,2.5,32.4,0.25,0.4,0,0,0,0,0,24.2,0.125,0.2,0,8,4,1,0,0.5,0,0,=,2,1.8,4,=,9,1,0.666666667,0,2.3,3,Mississippi Fertility Institute,Yes,Yes,No,Yes,Yes,No,Yes,MS
229,UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,91%,0%,1%,14%,10%,8%,17%,2%,12%,2%,6%,15%,15%,"Randall S. Hines, MD",54,22,9,2,24.1,40.9,0.111111111,0,20.4,36.4,0.111111111,0,(10.6Ð33.5),(17.2Ð59.3),,,22.4,36.4,0.125,0,22.9,36.4,0.125,0,16.7,27.3,0.125,0,9.3,0,0.111111111,0,2.9,2.8,2.3,3,0.230769231,0.222222222,0,=,0,0,0,=,0.272727273,0.25,0,=,18,3,2,0,0.222222222,0,0.5,=,2.3,3,2.5,=,10,5,0.5,0.2,2.5,2,University of Mississippi Medical Center,Yes,Yes,No,Yes,Yes,Yes,Yes,MS
230,INFERTILITY INSTITUTE,,CHESTERFIELD,MISSOURI,100%,0%,0%,0%,80%,0%,0%,4%,17%,5%,1%,0%,5%,0%,0%,22%,47%,"Anthony C. Pearlstone, MD",69,30,16,7,50.7,53.3,0.25,0.285714286,40.6,43.3,0.25,0,(28.9Ð53.1),(25.5Ð62.6),,,41.8,44.8,0.307692308,0,41.8,48.1,0.333333333,0,31.3,37,0.166666667,0,2.9,3.3,0.1875,0,2.4,3.1,3.7,3.6,17.1,0.1875,0.5,0,2.9,0,0,0,25,0.230769231,0.5,=,5,1,3,0,0.2,0,0,=,2.2,2,3.3,=,13,7,0.538461538,0.142857143,2,2.7,The Fertility Center at Missouri Baptist Medical Center,Yes,No,Yes,No,Yes,Yes,Yes,MO
231,"MID-MISSOURI REPRODUCTIVE MEDICINE AND SURGERY, INC.",,COLUMBIA,MISSOURI,100%,0%,0%,0%,57%,0%,0%,13%,7%,0%,9%,0%,33%,1%,1%,13%,23%,"L. L. Penney, MD",43,23,9,0,32.6,17.4,0.444444444,=,30.2,13,0.333333333,=,(17.2Ð46.1),(2.8Ð33.6),,,35.1,0.25,0.375,=,36.1,0.272727273,0.375,=,25,0.181818182,0.25,=,14,47.8,0.111111111,=,2.4,2.9,3.1,=,0.285714286,0.25,0,=,0.071428571,0,0.5,=,0.307692308,0.333333333,0.333333333,=,4,2,2,0,0.25,0,0,=,3.5,2.5,3,=,0,2,=,0.5,=,2.5,"Mid-Missouri Reproductive Medicine and Surgery, Inc.",No,Yes,Yes,Yes,Yes,Yes,Yes,MO
232,UNIVERSITY OF MISSOURI HOSPITAL AND CLINIC,IVF EMBRYOLOGY LABORATORY,COLUMBIA,MISSOURI,100%,0%,0%,0%,50%,0%,0%,10%,30%,0%,10%,0%,10%,20%,10%,10%,0%,"Danny J. Schust, MD",6,4,0,0,0.166666667,0,=,=,0.166666667,0,=,=,,,,,0.166666667,0,=,=,0.2,0,=,=,0.2,0,=,=,0,0,=,=,2,2.7,=,=,0,=,=,=,0,=,=,=,0,=,=,=,0,0,0,0,=,=,=,=,=,=,=,=,0,0,=,=,=,=,This clinic has closed or reorganized since 2006.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,MO
233,MIDWEST WOMEN'S HEALTHCARE,,KANSAS CITY,MISSOURI,100%,0%,0%,0%,82%,1%,0%,5%,1%,4%,19%,0%,11%,0%,1%,29%,31%,"Gregory C. Starks, MD",38,11,16,4,68.4,0.454545455,0.3125,0.25,63.2,0.454545455,0.3125,0.25,(46.0Ð78.2),,,,68.6,0.5,0.454545455,1,70.6,0.5,0.454545455,1,44.1,0.4,0.363636364,1,7.9,0.090909091,0.3125,0.75,2,1.9,2.2,3,42.3,0.4,0.2,0,0,0,0,0,37.5,0.2,0.2,0,3,1,2,0,0,0,0.5,=,1.3,1,1.5,=,4,0,0.75,=,2,=,Midwest Women's Healthcare,Yes,No,Yes,No,Yes,Yes,Yes,MO
234,INFERTILITY & IVF CENTER,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,68%,0%,1%,5%,0%,0%,0%,0%,17%,0%,2%,37%,39%,"Ronald P. Wilbois, MD",60,11,17,7,40,0.363636364,0.117647059,0,33.3,0.363636364,0,0,(21.7Ð46.7),,,,37,0.444444444,0,0,41.7,0.5,0,0,33.3,0.375,0,0,10,0.181818182,0.352941176,0.285714286,2,1.8,2.1,2.3,12.5,0.25,0,=,4.2,0,0,=,20,0.25,=,=,18,6,5,1,0.222222222,0.333333333,0.2,0,1.7,2,2,1,19,15,0.421052632,0.333333333,1.9,2.1,Infertility & IVF Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,MO
235,THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNESÐJEWISH HOSPITAL,ST. LOUIS,MISSOURI,100%,0%,0%,0%,50%,0%,<1%,17%,8%,5%,6%,<1%,17%,5%,13%,14%,16%,"Randall R. Odem, MD",181,67,51,31,43.1,35.8,15.7,6.5,37,26.9,15.7,3.2,(30.0Ð44.5),(16.8Ð39.1),(7.0Ð28.6),(0.1Ð16.7),41.9,34,18.2,3.8,43.8,34.6,20,4.2,28.8,19.2,20,4.2,11.6,20.9,13.7,16.1,2.1,2.6,2.6,3.3,35.9,29.2,0,0,2.6,8.3,0,0,34.3,0.444444444,0,0,25,16,12,3,20,0.25,0.25,0,2.1,1.9,2.3,2,21,7,47.6,0.285714286,2,2.6,The Infertility and Reproductive Medicine Center at Washington University School of Medicine and BarnesÐJewish Hospital,Yes,No,Yes,Yes,Yes,Yes,Yes,MO
