PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshCI1,FshCI2,FshCI3,FshCI4,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDSingLvBirthRate1,FshNDSingLvBirthRate2,FshNDSingLvBirthRate3,FshNDSingLvBirthRate4,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation
REPRODUCTIVE MEDICINE & INFERTILITY ASSOCIATES,,WOODBURY,MINNESOTA,100%,0%,0%,0%,77%,0%,<1%,12%,4%,3%,8%,<1%,31%,5%,10%,1%,25%,"Jacques P. Stassart, M.D.",202,86,62,24,50,52.3,43.5,16.7,42.6,38.4,37.1,8.3,(35.8 - 49.4),(28.1 - 48.6),(25.1 - 49.1),(0.0 - 19.4),44.8,42.3,38.3,10,46.7,42.9,38.3,0.105263158,30.4,28.6,33.3,0.105263158,5,9.3,3.2,16.7,2.4,2.8,3.2,2.6,34.7,24.4,18.5,0,5.9,4.4,0,0,34.9,33.3,13,0,44,9,5,1,36.4,0.333333333,0.2,0,2.5,2.8,2.8,2,46,12,47.8,0.166666667,2.5,2.5,Reproductive Medicine & Infertility Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes
MISSISSIPPI FERTILITY INSTITUTE AT WOMEN'S SPECIALTY CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,64%,0%,2%,14%,2%,9%,11%,3%,11%,3%,23%,16%,8%,"John D. Isaacs, Jr., M.D.",86,22,10,9,40.7,22.7,0.2,0.111111111,36,18.2,0.1,0,(25.9 - 46.2),(2.1 - 34.3),,,39.2,0.222222222,0.125,0,39.7,0.222222222,0.125,0,26.9,0.111111111,0.125,0,8.1,18.2,0.2,0,3.1,3,3.5,3.4,20,0.4,0,0,17.1,0,0,0,32.3,0.5,0,=,10,2,1,1,0.4,0,0,0,2.7,1,2,2,10,1,0.4,0,3,1,Mississippi Fertility Institute at Women's Specialty Center,Yes,Yes,No,No,Yes,Yes,Yes
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,,JACKSON,MISSISSIPPI,100%,0%,0%,0%,86%,0%,1%,22%,3%,10%,14%,<1%,9%,6%,<1%,20%,14%,"Randall S. Hines, M.D.",52,20,12,5,36.5,20,0.25,0.2,32.7,15,0.25,0.2,(19.9 - 45.4),(0.0 - 30.6),,,37.8,0.166666667,0.3,0.25,38.6,0.166666667,0.3,0.25,15.9,0.055555556,0.3,0.25,13.5,10,0.166666667,0.2,2.9,3,2.6,2,0.315789474,0.5,0.333333333,0,0.263157895,0.25,0,0,0.588235294,0.666666667,0,0,11,2,0,1,0.090909091,0,=,0,2.3,1.5,=,1,13,3,0.384615385,0,2.9,1.7,University of Mississippi Medical Center,Yes,Yes,No,Yes,Yes,Yes,Yes
ADVANCED REPRODUCTIVE SPECIALISTS,,CHESTERFIELD,MISSOURI,100%,0%,0%,0%,0%,0%,0%,28%,26%,0%,7%,4%,0%,0%,2%,33%,0%,"Jorge A. Pineda, M.D.",24,7,9,2,54.2,0.428571429,0.555555556,0,54.2,0.428571429,0.333333333,0,(34.2 - 74.1),,,,59.1,0.428571429,0.375,0,0.684210526,0.75,0.428571429,0,0.210526316,0.5,0.428571429,0,8.3,0,0.111111111,0,3.1,2.3,2.9,1.5,0.230769231,0.333333333,0,=,0.461538462,0,0,=,0.692307692,0.333333333,0,=,4,7,0,0,0.5,0.285714286,=,=,4,4,=,=,0,0,=,=,=,=,Advanced Reproductive Specialists,Yes,No,No,No,Yes,Yes,Yes
INFERTILITY INSTITUTE,,CHESTERFIELD,MISSOURI,100%,0%,0%,0%,73%,0%,0%,3%,14%,4%,<1%,0%,3%,0%,0%,42%,33%,"Anthony C. Pearlstone, M.D.",85,21,16,12,70.6,66.7,0.1875,0.333333333,65.9,52.4,0.0625,0.166666667,(55.8 - 76.0),(31.0 - 73.7),,,66.7,52.4,0.071428571,0.166666667,66.7,52.4,0.076923077,0.166666667,41.7,19,0.076923077,0.166666667,1.2,0,0.125,0,2.9,3.2,3.5,4.2,28.3,0.5,0,0,13.3,0.071428571,0,0,37.5,0.636363636,0,0,0,0,2,0,=,=,0,=,=,=,7,=,10,0,1,=,2.5,=,Infertility Institute,Yes,No,Yes,No,Yes,Yes,Yes
UNIVERSITY OF MISSOURI HOSPITAL AND CLINICS,IVF EMBRYOLOGY LABORATORY,COLUMBIA,MISSOURI,100%,0%,0%,0%,17%,0%,0%,27%,14%,0%,19%,0%,19%,0%,11%,5%,5%,"John W. Cassels, M.D.",20,6,3,1,5,0.166666667,0,0,0,0,0,0,(0.0 - 100.0),,,,0,0,0,0,0,0,0,0,0,0,0,0,20,0.333333333,0.333333333,0,2.5,2.5,2,5,0,0,=,=,0,0,=,=,=,=,=,=,1,1,3,0,0,0,0,=,1,1,2.7,=,0,0,=,=,=,=,"University of Missouri Hospital and Clinics, IVF Embryology Laboratory",Yes,Yes,Yes,Yes,Yes,Yes,Yes
MIDWEST WOMEN'S HEALTHCARE,,KANSAS CITY,MISSOURI,100%,0%,0%,0%,79%,0%,1%,25%,16%,<1%,6%,2%,21%,<1%,0%,11%,17%,"Gregory C. Starks, M.D.",51,17,21,7,45.1,0.294117647,9.5,0.428571429,37.3,0.294117647,4.8,0.142857143,(24.0 - 50.5),,(0.0 - 13.9),,44.2,0.357142857,0.0625,0.2,44.2,0.357142857,0.0625,0.2,32.6,0.142857143,0.0625,0.2,15.7,0.176470588,23.8,0.285714286,2,2,1.9,2,26.1,0.6,0,0,0,0,0,0,0.263157895,0.6,0,0,4,2,0,1,0,0,=,0,2,2,=,2,2,1,0.5,0,2,2,Midwest Women's Healthcare,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY & IVF CENTER,,ST. LOUIS,MISSOURI,100%,0%,0%,0%,51%,2%,0%,5%,1%,31%,3%,0%,13%,1%,3%,8%,35%,"Ronald P. Wilbois, M.D.",30,10,7,1,50,0.3,0.142857143,1,43.3,0.3,0.142857143,1,(25.6 - 61.1),,,,48.1,0.428571429,0.2,1,54.2,0.5,0.2,1,33.3,0.5,0.2,1,10,0.3,0.285714286,0,2.5,2.3,2.4,3,0.333333333,0,0,0,0,0,0,0,0.384615385,0,0,0,9,1,0,0,0,1,=,=,2.2,3,=,=,25,4,32,0.5,2.1,2.8,Infertility & IVF Center,Yes,Yes,No,Yes,Yes,Yes,Yes
THE INFERTILITY AND REPRODUCTIVE MEDICINE CENTER,AT WASHINGTON UNIVERSITY SCHOOL OF MEDICINE AND BARNES--JEWISH HOSPITAL,ST. LOUIS,MISSOURI,100%,0%,0%,0%,42%,0%,<1%,17%,13%,4%,7%,0%,20%,3%,14%,8%,14%,"Randall R. Odem, M.D.",243,100,54,15,45.7,41,29.6,0.2,39.9,29,22.2,0.2,(33.8 - 46.1),(20.1 - 37.9),(11.1 - 33.3),,47.5,38.2,26.7,0.3,48.7,39.7,27.3,0.333333333,27.6,19.2,22.7,0.222222222,16,24,16.7,0.333333333,2.2,2.6,2.8,3.7,41.4,36.6,0.125,0.333333333,3.6,7.3,0.0625,0,43.3,51.7,0.166666667,0.333333333,13,10,13,1,0.307692308,0.1,0.076923077,1,2.5,2,2.5,4,11,4,0.545454545,0.5,2.3,3,The Infertility and Reproductive Medicine Center at Washington University School of Medicine and Barnes--Jewish Hospital,Yes,No,Yes,Yes,Yes,Yes,Yes
INFERTILITY CENTER OF ST. LOUIS,,ST. LOUIS,MISSOURI,74%,5%,21%,0%,89%,0%,<1%,5%,3%,14%,2%,1%,55%,3%,15%,0%,2%,"Sherman J. Silber, M.D.",89,35,16,7,39.3,31.4,0.375,0,34.8,25.7,0.25,0,(24.9 - 44.7),(11.2 - 40.2),,,34.8,26.5,0.266666667,0,38.8,29,0.266666667,0,25,19.4,0.2,0,0,2.9,0.0625,0,3.2,4,3.4,2.3,34.3,0.181818182,0,=,5.7,0.090909091,0.166666667,=,35.5,0.333333333,0.25,=,9,7,0,0,0.666666667,0.285714286,=,=,3,2.4,=,=,13,0,0.307692308,=,2.8,=,Infertility Center of St. Louis,Yes,No,Yes,Yes,Yes,Yes,Yes
"HEARTLAND CENTER FOR REPRODUCTIVE MEDICINE, P.C.",,OMAHA,NEBRASKA,93%,<1%,6%,0%,63%,0%,0%,7%,5%,6%,2%,<1%,17%,<1%,2%,14%,47%,"Victoria M. Maclin, M.D.",117,38,41,16,25.6,23.7,19.5,0,23.1,18.4,19.5,0,(15.4 - 30.7),(6.1 - 30.7),(7.4 - 31.6),,24.3,20.6,25,0,25,21.2,28.6,0,17.6,9.1,21.4,0,5.1,10.5,22,0.125,3.1,3.6,3.2,3.2,26.7,0.555555556,0.25,=,10,0,0,=,29.6,0.571428571,0.25,=,50,11,8,0,14,0,0.375,=,3.5,3.3,3.4,=,24,10,20.8,0,3,3.1,"Heartland Center for Reproductive Medicine, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
NEBRASKA METHODIST HOSPITAL REI,,OMAHA,NEBRASKA,88%,<1%,11%,<1%,63%,<1%,<1%,15%,6%,7%,10%,<1%,16%,2%,3%,19%,22%,"Carolyn M. Doherty, M.D.",175,71,38,9,45.7,47.9,34.2,0.222222222,40.6,43.7,31.6,0.111111111,(33.3 - 47.8),(32.1 - 55.2),(16.8 - 46.4),,43.8,47,34.3,0.142857143,44.9,47.7,35.3,0.142857143,27.2,32.3,20.6,0.142857143,7.4,7,7.9,0.222222222,2.9,3.2,4.2,3.9,32.5,38.2,0.230769231,0,7.5,2.9,0.153846154,0,39.4,32.3,0.416666667,0,32,5,2,0,21.9,0.6,0,=,2.3,1.4,1.5,=,72,8,44.4,0.125,2.9,2.4,Nebraska Methodist Hospital REI,Yes,Yes,Yes,Yes,Yes,Yes,Yes
FERTILITY CENTER OF LAS VEGAS,,LAS VEGAS,NEVADA,100%,0%,0%,0%,12%,0%,<1%,27%,3%,8%,4%,<1%,16%,14%,17%,5%,6%,"Bruce S. Shapiro, M.D.",113,52,36,12,35.4,19.2,19.4,0.083333333,29.2,19.2,13.9,0.083333333,(20.8 - 37.6),(8.5 - 29.9),(2.6 - 25.2),,30.3,21.7,15.6,0.090909091,37.9,32.3,20.8,0.2,26.4,16.1,16.7,0.2,3.5,11.5,11.1,0.083333333,2.1,2.3,2.2,2.4,30,0.5,0,0,2.5,0,0.142857143,0,30.3,0.5,0.2,0,4,0,1,0,0.25,=,1,=,2,=,2,=,27,1,55.6,0,2.2,3,Fertility Center of Las Vegas,Yes,No,Yes,Yes,Yes,Yes,Yes
NEVADA FERTILITY C.A.R.E.S.,,LAS VEGAS,NEVADA,100%,0%,0%,0%,7%,0%,0%,22%,8%,18%,3%,2%,7%,8%,6%,15%,11%,"Rachel A. McConnell, M.D.",38,15,24,9,50,0.266666667,12.5,0.222222222,36.8,0.266666667,8.3,0.111111111,(21.5 - 52.2),,(0.0 - 19.4),,37.8,0.307692308,9.5,0.125,37.8,0.333333333,0.105263158,0.125,32.4,0.25,0.052631579,0.125,2.6,0.133333333,12.5,0.111111111,3.1,2.9,3,2.8,0.315789474,0.5,0.666666667,0,0.052631579,0,0,0,0.142857143,0.25,0.5,0,6,3,2,0,0,0,0,=,2.7,2.3,5.5,=,15,3,0.2,0.333333333,3.6,3,Nevada Fertility C.A.R.E.S.,Yes,Yes,Yes,Yes,Yes,No,Yes
THE NEVADA CENTER FOR REPRODUCTIVE MEDICINE,,RENO,NEVADA,100%,0%,0%,0%,58%,0%,7%,14%,1%,29%,3%,2%,10%,3%,5%,24%,9%,"Russell A. Foulk, M.D.",68,33,24,5,55.9,57.6,50,0.2,51.5,48.5,37.5,0.2,(39.6 - 63.3),(31.4 - 65.5),(18.1 - 56.9),,54.7,50,40.9,0.25,59.3,50,45,0.25,28.8,34.4,25,0.25,5.9,3,8.3,0.2,3.2,3.4,3.6,3.5,34.2,0.210526316,0.333333333,0,15.8,0.105263158,0,0,51.4,0.3125,0.444444444,0,15,11,8,1,0.333333333,0.272727273,0.375,0,2.7,3.1,3.4,4,75,41,54.7,51.2,3,3.2,The Nevada Center for Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes
DARTMOUTH--HITCHCOCK MEDICAL CENTER,,LEBANON,NEW HAMPSHIRE,100%,0%,0%,0%,26%,0%,0%,29%,5%,4%,3%,2%,19%,3%,16%,9%,10%,"Misty B. Porter, M.D.",47,12,24,7,40.4,0.25,25,0.571428571,36.2,0.166666667,16.7,0.428571429,(22.4 - 49.9),,(1.8 - 31.6),,38.6,0.181818182,19,0.428571429,40.5,0.181818182,19,0.428571429,38.1,0.090909091,9.5,0.428571429,6.4,0.083333333,12.5,0,2.1,2.5,3,3.9,0.157894737,0,0.333333333,0,0,0.333333333,0,0,0.058823529,0.5,0.5,0,27,11,9,2,33.3,0.545454545,0.222222222,0,2.2,2.5,2.8,2,8,2,0.5,0.5,2.1,2.5,Dartmouth--Hitchcock Medical Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes
THE CENTER FOR REPRODUCTIVE ENDOCRINOLOGY,,BEDMINSTER,NEW JERSEY,100%,0%,0%,0%,79%,0%,0%,9%,4%,18%,5%,0%,9%,5%,11%,18%,21%,"Alexander M. Dlugi, M.D.",110,61,62,30,38.2,36.1,21,10,29.1,32.8,21,3.3,(20.6 - 37.6),(21.0 - 44.6),(10.8 - 31.1),(0.0 - 9.8),35.2,37.7,22.8,4.2,40,44.4,28.3,0.052631579,22.5,37.8,23.9,0,17.3,13.1,8.1,20,2.8,2.7,2.8,2.9,31,13.6,0.230769231,0.333333333,9.5,4.5,0,0,43.8,15,0.153846154,1,3,1,0,0,1,0,=,=,2.3,2,=,=,0,0,=,=,=,=,The Center for Reproductive Endocrinology,No,No,Yes,No,Yes,Yes,Pending
"IVF OF NORTH JERSEY, P.A.",,CLIFTON,NEW JERSEY,99%,1%,0%,0%,51%,0%,0%,13%,5%,22%,7%,9%,8%,8%,8%,7%,13%,"Mark X. Ransom, M.D.",59,36,24,11,47.5,38.9,16.7,0.181818182,39,36.1,12.5,0.090909091,(26.5 - 51.4),(20.4 - 51.8),(0.0 - 25.7),,48.9,40.6,0.157894737,0.1,51.1,43.3,0.157894737,0.111111111,31.1,20,0.157894737,0.111111111,20.3,11.1,20.8,0.090909091,2.8,2.9,2.8,3.2,25,0.357142857,0,0,10.7,0.142857143,0,0,39.1,0.538461538,0,0,1,0,3,0,0,=,0,=,3,=,2.7,=,7,1,0.428571429,0,2.4,4,"IVF of North Jersey, P.A.",Yes,No,Yes,No,Yes,Yes,Yes
CENTER FOR ADVANCED REPRODUCTIVE MEDICINE AND FERTILITY,,EDISON,NEW JERSEY,100%,0%,0%,0%,51%,0%,0%,13%,11%,15%,4%,1%,22%,2%,5%,6%,21%,"Gregory H. Corsan, M.D.",96,28,20,9,49,42.9,25,0.111111111,42.7,28.6,20,0,(32.8 - 52.6),(11.8 - 45.3),(2.5 - 37.5),,47.1,38.1,0.25,0,50.6,40,0.333333333,0,29.6,35,0.166666667,0,9.4,25,20,0.555555556,2.4,2.6,3.1,3,38.3,0,0.4,0,6.4,0.083333333,0,0,41.5,0.125,0.5,=,19,2,2,0,0.210526316,0.5,0,=,2.8,4.5,2,=,6,1,0.333333333,0,2.5,4,Center for Advanced Reproductive Medicine and Fertility,Yes,Yes,Yes,No,Yes,Yes,Yes
WOMEN'S FERTILITY CENTER,,ENGLEWOOD,NEW JERSEY,100%,0%,0%,0%,50%,0%,0%,8%,1%,21%,1%,0%,19%,1%,14%,1%,34%,"Philip R. Lesorgen, M.D.",24,23,19,4,33.3,8.7,0,0.25,20.8,4.3,0,0.25,(4.6 - 37.1),(0.0 - 12.7),,,25,0.055555556,0,0.25,0.277777778,0.0625,0,0.25,0.166666667,0.0625,0,0,16.7,21.7,0.526315789,0,2.7,2.8,3.1,3.8,0.25,0,=,0,0.125,0,=,1,0.4,0,=,1,7,5,1,1,0,0.2,0,0,2.7,3,3,5,0,0,=,=,=,=,Women's Fertility Center,No,No,Yes,No,Yes,No,Yes
NORTH HUDSON I.V.F.,CENTER FOR FERTILITY AND GYNECOLOGY,ENGLEWOOD CLIFFS,NEW JERSEY,100%,0%,0%,0%,24%,0%,0%,3%,16%,25%,7%,1%,11%,7%,10%,11%,9%,"Jane E. Miller, M.D.",25,6,3,1,44,0.666666667,0.666666667,0,40,0.5,0.333333333,0,(20.8 - 59.2),,,,43.5,0.75,0.333333333,0,50,0.75,0.5,=,35,0.5,0,=,8,0.333333333,0,0,2.9,3.3,2,=,0.181818182,0.25,0.5,=,0.090909091,0,0,=,0.3,0.333333333,1,=,7,1,0,0,0.285714286,1,=,=,2.9,2,=,=,28,12,46.4,0.25,2.1,2.8,"North Hudson I.V.F., Center for Fertility and Gynecology",Yes,Yes,Yes,Yes,Yes,Yes,Yes
CENTER FOR REPRODUCTIVE MEDICINE ,HACKENSACK UNIVERSITY MEDICAL CENTER,HASBROUCK HEIGHTS,NEW JERSEY,100%,0%,0%,0%,54%,0%,0%,19%,4%,7%,2%,<1%,22%,1%,10%,13%,22%,"Jose M. Colon, M.D.",130,54,43,26,44.6,38.9,37.2,34.6,39.2,38.9,30.2,19.2,(30.8 - 47.6),(25.9 - 51.9),(16.5 - 44.0),(4.1 - 34.4),48.6,43.8,39.4,22.7,48.6,46.7,40.6,22.7,29.5,33.3,25,22.7,19.2,11.1,23.3,15.4,2.5,3.4,3.5,3.5,31,23.8,0.5625,0.111111111,6.9,9.5,0.0625,0,39.2,28.6,0.384615385,0,10,6,0,2,0.1,0.333333333,=,0.5,3,3.5,=,4.5,2,0,1,=,3,=,This clinic has undergone reorganization since 2002. Information on current clinic services and profile therefore is not provided here. Contact SART for current information about this clinic.,,,,,,,
SHORE IVF AND REPRODUCTIVE MEDICINE,,LAKEWOOD,NEW JERSEY,100%,0%,0%,0%,30%,0%,0%,23%,10%,3%,9%,0%,12%,0%,11%,7%,25%,"Allen Morgan, M.D.",40,15,16,5,42.5,0.6,0.1875,0,37.5,0.466666667,0.1875,0,(22.5 - 52.5),,,,39.5,0.466666667,0.1875,0,41.7,0.5,0.2,0,27.8,0.428571429,0.133333333,0,5,0,0,0.2,2.6,2.9,2.9,2.3,0.294117647,0.333333333,0,=,0,0.111111111,0.333333333,=,0.333333333,0.142857143,0.333333333,=,2,2,0,0,0.5,0,=,=,3,3,=,=,0,0,=,=,=,=,Shore IVF and Reproductive Medicine,Yes,No,Yes,No,Yes,Yes,Yes
DELAWARE VALLEY OB/GYN AND INFERTILITY GROUP,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,46%,0%,0%,22%,6%,3%,18%,0%,14%,<1%,3%,16%,17%,"Seth G. Derman, M.D.",55,21,32,17,38.2,38.1,15.6,0,34.5,23.8,15.6,0,(22.0 - 47.1),(5.6 - 42.0),(3.0 - 28.2),,35.2,0.263157895,17.2,0,37.3,0.294117647,18.5,0,23.5,0.235294118,7.4,0,1.8,9.5,9.4,0.352941176,2.9,3.5,3.7,2.4,28.6,0.25,0.6,=,9.5,0,0,=,0.368421053,0.2,0.6,=,1,1,1,0,0,1,0,=,3,5,5,=,2,1,0,0,3.5,2,Delaware Valley OB/GYN and Infertility Group,No,No,Yes,No,Yes,Yes,Yes
PRINCETON CENTER FOR INFERTILITY & REPRODUCTIVE MEDICINE,,LAWRENCEVILLE,NEW JERSEY,100%,0%,0%,0%,69%,0%,0%,14%,8%,14%,1%,<1%,24%,4%,10%,10%,14%,"Althea M. O'Shaughnessy, M.D.",36,22,17,17,30.6,50,0.176470588,0.176470588,25,45.5,0.117647059,0.176470588,(10.9 - 39.1),(24.6 - 66.3),,,25,45.5,0.125,0.25,29,50,0.153846154,0.25,19.4,30,0.153846154,0,0,0,0.058823529,0.294117647,3.1,3.7,3.3,3.2,0.363636364,0.272727273,0.333333333,0.666666667,0.181818182,0.181818182,0,0.333333333,0.333333333,0.4,0,1,20,8,9,1,25,0.25,0.222222222,0,3.6,2.8,3,3,3,4,0.333333333,0,3,2.8,Princeton Center for Infertility & Reproductive Medicine,Yes,No,Yes,Yes,Yes,Yes,Yes
"EAST COAST INFERTILITY AND IVF, P.C.",,LITTLE SILVER,NEW JERSEY,100%,0%,0%,0%,64%,0%,<1%,7%,<1%,4%,5%,<1%,17%,2%,0%,14%,51%,"Miguel Damien, M.D.",86,65,52,26,32.6,41.5,36.5,15.4,30.2,36.9,26.9,3.8,(20.5 - 39.9),(25.2 - 48.7),(14.9 - 39.0),(0.0 - 11.2),37.1,44.4,35.9,4.2,39.4,45.3,37.8,4.8,21.2,26.4,27,4.8,18.6,16.9,25,7.7,3,3.5,3.3,3.5,28.6,25.9,0.368421053,0,21.4,14.8,0,0,46.2,41.7,0.285714286,0,12,5,3,1,0.416666667,0.4,0.666666667,0,2.9,3.6,4.3,6,11,2,0.636363636,0.5,3.1,3.5,"East Coast Infertility and IVF, P.C.",Yes,No,Yes,Yes,Yes,Yes,Yes
INSTITUTE FOR REPRODUCTIVE MEDICINE AND SCIENCE,ST. BARNABAS MEDICAL CENTER,LIVINGSTON,NEW JERSEY,>99%,0%,<1%,<1%,45%,0%,<1%,4%,19%,9%,4%,<1%,14%,10%,3%,14%,22%,"Margaret G. Garrisi, M.D.",227,182,214,111,37,38.5,28,21.6,33.5,31.3,16.8,16.2,(27.3 - 39.6),(24.6 - 38.1),(11.8 - 21.8),(9.4 - 23.1),37.6,34.3,20.1,20,40.9,38.5,21.7,21.7,24.2,27.7,15.1,18.1,11,8.8,16.4,18.9,2.4,2.9,3,3.4,35.7,17.1,21.7,16.7,6,8.6,3.3,4.2,40.8,28.1,30.6,0.166666667,57,39,23,6,47.4,41,26.1,0.166666667,2.3,2.5,2.7,2.7,68,34,64.7,47.1,2.2,2.3,"Institute for Reproductive Medicine and Science, St. Barnabas Medical Center",Yes,No,Yes,Yes,Yes,Yes,Yes
"COOPER CENTER FOR IN VITRO FERTILIZATION, P.C.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,57%,10%,1%,12%,2%,18%,3%,1%,16%,4%,5%,18%,21%,"Jerome H. Check, M.D., Ph.D.",298,223,181,190,26.2,19.3,14.9,7.4,22.1,15.7,13.3,3.7,(17.4 - 26.9),(10.9 - 20.5),(8.3 - 18.2),(1.0 - 6.4),24.9,18.3,15.7,4.6,40,28.7,25.3,9,24.8,23,15.8,9,11.1,14.3,15.5,20,2.6,2.8,2.7,2.5,34.6,25.6,29.6,0.214285714,5.1,7,11.1,0,37.9,20,37.5,0,145,75,52,33,24.1,21.3,13.5,24.2,2.9,3.1,3.2,3.7,120,92,47.5,32.6,2.9,3.2,"Cooper Center for In Vitro Fertilization, P.C.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DELAWARE VALLEY INSTITUTE OF FERTILITY AND GENETICS,,MARLTON,NEW JERSEY,100%,0%,0%,0%,47%,0%,0%,28%,6%,0%,0%,1%,12%,0%,5%,18%,30%,"George S. Taliadouros, M.D.",26,11,14,4,57.7,0.454545455,0.214285714,0,42.3,0.363636364,0.071428571,0,(23.3 - 61.3),,,,45.8,0.363636364,0.090909091,0,45.8,0.363636364,0.090909091,0,37.5,0.272727273,0.090909091,0,7.7,0,0.214285714,0,2.5,3.1,4.1,3.8,0.133333333,0.2,0,=,0,0,0,=,0.181818182,0.25,0,=,12,1,5,1,0.166666667,0,0,0,3.6,4,3.2,3,0,1,=,1,=,4,Delaware Valley Institute of Fertility and Genetics,Yes,No,Yes,Yes,Yes,Yes,Yes
"SOUTH JERSEY FERTILITY CENTER, P.A.",,MARLTON,NEW JERSEY,100%,0%,0%,0%,60%,0%,0%,25%,3%,2%,11%,<1%,30%,2%,10%,4%,12%,"Robert A. Skaf, M.D.",113,67,58,25,46.9,26.9,48.3,24,40.7,25.4,39.7,8,(31.6 - 49.8),(15.0 - 35.8),(27.1 - 52.2),(0.0 - 18.6),43.4,27.9,45.1,10,43.4,27.9,46,0.105263158,24.5,18,32,0.105263158,6.2,9,12.1,20,2.4,2.5,3.2,3.4,37.7,0.388888889,25,0,3.8,0,3.6,0,43.5,0.352941176,30.4,0,15,9,11,1,0.4,0.111111111,0.090909091,0,3.1,2.9,2.9,4,8,10,0.375,0.4,2.8,2.8,"South Jersey Fertility Center, P.A.",Yes,Yes,Yes,Yes,Yes,Yes,Yes
DIAMOND INSTITUTE FOR INFERTILITY,,MILLBURN,NEW JERSEY,100%,0%,0%,0%,58%,<1%,<1%,26%,3%,17%,5%,<1%,15%,<1%,4%,13%,16%,"Matan Yemini, M.D.",148,84,96,39,22.3,14.3,11.5,5.1,15.5,9.5,5.2,0,(9.7 - 21.4),(3.2 - 15.8),(0.8 - 9.7),(0.0 - 100.0),17.8,10.8,6.8,0,19,11.6,7,0,9.9,5.8,5.6,0,12.8,11.9,24,48.7,3.2,3.2,3.5,2.9,24.2,0.25,0.181818182,0,9.1,0.083333333,0.090909091,0,47.8,0.5,0.2,=,21,11,10,3,9.5,0.181818182,0,0,3,2.9,2.7,3.7,31,15,48.4,0.2,2.8,3.3,Diamond Institute for Infertility,Yes,Yes,Yes,No,Yes,Yes,Yes
REPRODUCTIVE MEDICINE ASSOCIATES OF NEW JERSEY,,MORRISTOWN,NEW JERSEY,100%,0%,0%,0%,39%,0%,1%,9%,11%,9%,5%,<1%,13%,17%,<1%,17%,18%,"Richard T. Scott, Jr., M.D.",944,568,525,264,57.6,49.5,40,17,49.2,41.9,28.4,11.7,(46.0 - 52.3),(37.8 - 46.0),(24.5 - 32.2),(7.9 - 15.6),53.3,48.8,35.8,17.2,56.5,52,37.7,18.8,34.2,32.5,31.4,12.1,7.7,14.1,20.8,31.8,2.3,2.7,3.1,3.2,37.9,32.7,18.1,26.7,4,5,2.9,4.4,39.4,37.4,16.8,35.5,125,54,39,8,40.8,22.2,33.3,0.375,2.2,2.2,2.3,2.1,251,72,61,30.6,2.2,2.2,Reproductive Medicine Associates of New Jersey,Yes,No,Yes,Yes,Yes,Yes,Yes
