OrderID,PrevClinName1,PrevClinName2,ClinCityCode,ClinStateCode,IVF_Rate,GIFT_Rate,ZIFT_Rate,Combo_Rate,ICSI_Rate,Unstimulated_Rate,Gest_Rate,PGD_Rate,eSETTotal,Diag_TubalRate,Diag_OvulatoryRate,Diag_DORRate,Diag_EndometriosisRate,Diag_UterineRate,Diag_MaleRate,Diag_OtherRate,Diag_UnknownRate,Diag_ComboNoMaleRate,Diag_ComboMaleRate,MedicalDirector,FshNDCycle1,FshNDCycle2,FshNDCycle3,FshNDCycle4,FshNDCycle5,FshNDImplant1,FshNDImplant2,FshNDImplant3,FshNDImplant4,FshNDImplant5,FshNDPregRate1,FshNDPregRate2,FshNDPregRate3,FshNDPregRate4,FshNDPregRate5,FshNDLvBirthsRate1,FshNDLvBirthsRate2,FshNDLvBirthsRate3,FshNDLvBirthsRate4,FshNDLvBirthsRate5,FshCI1,FshCI2,FshCI3,FshCI4,FshCI5,FshNDRetsRate1,FshNDRetsRate2,FshNDRetsRate3,FshNDRetsRate4,FshNDRetsRate5,FshNDTransRate1,FshNDTransRate2,FshNDTransRate3,FshNDTransRate4,FshNDTransRate5,FshNDSnglLB_TransRate1,FshNDSnglLB_TransRate2,FshNDSnglLB_TransRate3,FshNDSnglLB_TransRate4,FshNDSnglLB_TransRate5,FshNDCansRate1,FshNDCansRate2,FshNDCansRate3,FshNDCansRate4,FshNDCansRate5,FshNDEmbryosRate1,FshNDEmbryosRate2,FshNDEmbryosRate3,FshNDEmbryosRate4,FshNDEmbryosRate5,FshNDTwinPregsRate1,FshNDTwinPregsRate2,FshNDTwinPregsRate3,FshNDTwinPregsRate4,FshNDTwinPregsRate5,FshNDTripPregsRate1,FshNDTripPregsRate2,FshNDTripPregsRate3,FshNDTripPregsRate4,FshNDTripPregsRate5,FshNDMultInfsRate1,FshNDMultInfsRate2,FshNDMultInfsRate3,FshNDMultInfsRate4,FshNDMultInfsRate5,ThwNDTransfers1,ThwNDTransfers2,ThwNDTransfers3,ThwNDTransfers4,ThwNDTransfers5,ThwNDLvBirthsRate1,ThwNDLvBirthsRate2,ThwNDLvBirthsRate3,ThwNDLvBirthsRate4,ThwNDLvBirthsRate5,ThwNDEmbryosRate1,ThwNDEmbryosRate2,ThwNDEmbryosRate3,ThwNDEmbryosRate4,ThwNDEmbryosRate5,FshDnrTransfers,ThwDnrTransfers,FshDnrLvBirthsRate,ThwDnrLvBirthsRate,FshDnrEmbryosRate,ThwDnrEmbryosRate,CurrClinNameAll,DonorEgg,DonorEmbryo,SingleWomen,Surrogates,Cryopreservation,SART_Member,Accreditation,state_code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,KETTERING REPRODUCTIVE MEDICINE,,KETTERING,OHIO,100%,0%,0%,0%,57%,0%,0%,0%,11%,10%,9%,17%,7%,0%,27%,6%,2%,2%,0.22,"Thomas H. Burwinkel, MD",87.00,27.00,15.00,10.00,5.00,37.80,38.50,23.10,5.00,0.00,37.90,40.70,0.33,0.10,0.00,32.20,33.30,0.27,0.10,0.00,(22.6Ð43.1),(16.5Ð54.0),,,,35.00,36.00,0.27,0.10,0.00,40.60,39.10,0.29,0.13,0.00,31.90,34.80,0.21,0.13,0.00,8.00,7.40,0.00,0.00,0.20,1.80,1.70,1.90,2.50,2.80,39.40,0.18,0.20,0.00,=,3.00,0.09,0.00,0.00,=,21.40,0.11,0.25,0.00,=,25.00,11.00,4.00,4.00,1.00,32.00,0.55,0.50,0.25,0.00,1.60,1.80,2.00,2.30,2.00,10.00,9.00,0.40,0.00,1.90,1.70,Kettering Reproductive Medicine,Yes,No,No,No,Yes,Yes,Yes,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,FERTILITY CENTER OF NORTHWESTERN OHIO,,TOLEDO,OHIO,100%,0%,0%,0%,46%,0%,2%,0%,2%,13%,11%,11%,2%,0%,24%,4%,8%,11%,0.15,"Joseph V. Karnitis, MD",55.00,18.00,11.00,5.00,3.00,20.40,11.50,0.11,0.00,0.14,32.70,0.17,0.18,0.00,0.33,30.90,0.11,0.09,0.00,0.00,(19.1Ð44.8),,,,,34.70,0.13,0.13,0.00,0.00,36.20,0.15,0.17,0.00,0.00,25.50,0.15,0.17,0.00,0.00,10.90,0.11,0.27,0.00,0.00,2.40,2.00,3.20,3.20,2.30,0.33,0.00,0.00,=,0.00,0.00,0.00,0.00,=,0.00,0.29,0.00,0.00,=,=,19.00,4.00,3.00,2.00,0.00,0.11,0.00,0.00,0.50,=,2.10,2.00,1.30,2.00,=,3.00,3.00,0.00,0.00,2.00,1.30,Fertility Center of Northwestern Ohio,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,"HENRY G. BENNETT, JR., FERTILITY INSTITUTE",,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,51%,0%,0%,0%,<1%,11%,3%,5%,5%,0%,28%,3%,8%,15%,0.23,"Eli Reshef, MD",133.00,37.00,29.00,5.00,1.00,42.70,20.50,20.40,0.08,0.00,57.90,35.10,34.50,0.20,0.00,51.90,32.40,24.10,0.20,0.00,(43.1Ð60.6),(18.0Ð49.8),(10.3Ð43.5),,,54.80,35.30,28.00,0.20,0.00,58.00,36.40,31.80,0.20,0.00,32.80,30.30,27.30,0.20,0.00,5.30,8.10,13.80,0.00,0.00,2.10,2.20,2.50,2.60,3.00,39.00,0.23,0.10,0.00,=,2.60,0.00,0.00,0.00,=,43.50,0.17,0.14,0.00,=,16.00,7.00,4.00,2.00,0.00,0.06,0.14,0.25,0.00,=,2.00,1.90,1.50,2.00,=,17.00,10.00,0.47,0.00,2.20,2.20,"Henry G. Bennett, Jr., Fertility Institute",Yes,Yes,No,No,Yes,Yes,Yes,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,OU PHYSICIANS REPRODUCTIVE MEDICINE,,OKLAHOMA CITY,OKLAHOMA,100%,0%,0%,0%,95%,0%,2%,0%,10%,12%,6%,6%,7%,0%,24%,8%,14%,8%,0.15,"Karl R. Hansen, MD, PhD",70.00,15.00,17.00,2.00,2.00,49.60,35.70,19.00,0.00,0.00,60.00,0.53,0.47,0.00,0.00,52.90,0.53,0.35,0.00,0.00,(40.6Ð64.9),,,,,52.90,0.53,0.38,0.00,0.00,55.20,0.57,0.40,0.00,0.00,28.40,0.43,0.40,0.00,0.00,0.00,0.00,0.06,0.00,0.00,1.90,2.00,2.80,3.50,4.00,50.00,0.25,0.00,=,=,0.00,0.00,0.00,=,=,48.60,0.25,0.00,=,=,24.00,11.00,5.00,0.00,0.00,41.70,0.55,0.40,=,=,1.80,2.00,2.00,=,=,5.00,5.00,0.80,0.80,2.00,2.00,OU Physicians Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,TULSA FERTILITY CENTER,,TULSA,OKLAHOMA,100%,0%,0%,0%,68%,0%,0%,0%,3%,9%,7%,5%,5%,0%,28%,6%,12%,7%,0.23,"Stanley G. Prough, MD",127.00,53.00,30.00,5.00,8.00,37.60,24.70,12.20,0.11,0.00,41.70,32.10,23.30,0.20,0.00,40.20,26.40,13.30,0.20,0.00,(31.6Ð49.2),(15.3Ð40.3),(3.8Ð30.7),,,42.50,28.60,14.30,0.20,0.00,52.00,32.60,16.70,0.25,0.00,35.70,18.60,8.30,0.25,0.00,5.50,7.50,6.70,0.00,0.13,1.80,1.90,2.00,2.30,2.30,28.30,0.35,0.29,0.00,=,1.90,0.00,0.00,0.00,=,31.40,0.43,0.50,0.00,=,35.00,14.00,11.00,3.00,2.00,42.90,0.36,0.27,0.00,0.00,2.00,1.80,1.70,1.30,2.00,12.00,14.00,0.58,0.29,1.90,2.10,Tulsa Fertility Center,Yes,Yes,No,No,Yes,Yes,Yes,OK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,FERTILITY CENTER OF OREGON,,EUGENE,OREGON,100%,0%,0%,0%,93%,0%,2%,0%,0%,5%,5%,6%,0%,<1%,7%,0%,7%,30%,0.40,"Douglas J. Austin, MD",20.00,5.00,10.00,3.00,2.00,37.20,0.10,11.10,0.13,0.00,50.00,0.20,0.20,0.33,0.00,45.00,0.20,0.20,0.00,0.00,(23.1Ð68.5),,,,,45.00,0.25,0.20,0.00,0.00,0.47,0.25,0.20,0.00,0.00,0.16,0.25,0.20,0.00,0.00,0.00,0.20,0.00,0.33,0.00,2.30,2.50,3.60,4.00,3.50,0.60,0.00,1.00,0.00,=,0.00,0.00,0.00,0.00,=,0.67,0.00,0.00,=,=,21.00,9.00,6.00,3.00,3.00,42.90,0.33,0.67,0.00,0.00,2.40,2.30,3.30,2.00,2.00,7.00,13.00,0.43,0.31,2.00,2.70,Fertility Center of Oregon,Yes,Yes,Yes,Yes,Yes,No,No,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,NORTHWEST FERTILITY CENTER,,PORTLAND,OREGON,100%,0%,0%,0%,29%,0%,2%,7%,2%,24%,8%,9%,1%,0%,14%,5%,0%,19%,0.19,"Eugene M. Stoelk, MD",28.00,14.00,11.00,3.00,2.00,40.70,30.30,0.24,0.14,0.00,57.10,0.50,0.18,0.33,0.00,46.40,0.43,0.18,0.33,0.00,(27.5Ð66.1),,,,,48.10,0.50,0.29,0.50,0.00,48.10,0.50,0.40,0.50,0.00,29.60,0.25,0.00,0.50,0.00,3.60,0.14,0.36,0.33,0.50,2.00,2.80,3.40,3.50,2.00,0.38,0.43,1.00,0.00,=,0.00,0.00,0.00,0.00,=,0.38,0.50,1.00,0.00,=,13.00,3.00,1.00,0.00,0.00,0.23,0.00,0.00,=,=,2.30,2.00,3.00,=,=,11.00,11.00,0.45,0.27,2.20,2.20,Northwest Fertility Center,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,OREGON REPRODUCTIVE MEDICINE,,PORTLAND,OREGON,100%,0%,0%,0%,67%,1%,2%,3%,5%,5%,4%,28%,3%,<1%,19%,7%,17%,6%,0.12,"Robert K. Matteri, MD",160.00,84.00,104.00,26.00,11.00,53.40,45.50,35.60,10.20,10.00,65.00,53.60,51.00,19.20,0.27,56.90,45.20,38.50,15.40,0.09,(48.8Ð64.7),(34.3Ð56.5),(29.1Ð48.5),(4.4Ð34.9),,60.30,52.10,43.00,20.00,0.10,64.10,56.70,46.00,0.21,0.11,38.00,38.80,33.30,0.21,0.11,5.60,13.10,10.60,23.10,0.09,2.00,2.00,2.20,2.60,3.30,44.20,31.10,24.50,0.00,0.00,1.00,2.20,5.70,0.00,0.00,40.70,31.60,27.50,0.00,0.00,43.00,22.00,27.00,6.00,0.00,62.80,50.00,40.70,0.17,=,1.80,2.00,1.90,2.30,=,111.00,52.00,73.00,44.20,1.80,1.90,Oregon Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,UNIVERSITY FERTILITY CONSULTANTS,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OREGON,100%,0%,0%,0%,84%,0%,<1%,5%,4%,7%,4%,9%,3%,0%,34%,8%,7%,9%,0.20,"Phillip E. Patton, MD",101.00,58.00,46.00,20.00,5.00,44.30,31.80,21.50,6.10,0.00,49.50,46.60,45.70,20.00,0.00,43.60,34.50,28.30,15.00,0.00,(33.7Ð53.8),(22.5Ð48.1),(16.0Ð43.5),(3.2Ð37.9),,47.80,40.80,31.70,0.18,0.00,52.40,40.80,32.50,0.18,0.00,28.60,30.60,22.50,0.12,0.00,8.90,15.50,10.90,15.00,0.20,2.10,2.20,2.70,3.90,4.00,48.00,29.60,19.00,0.25,=,4.00,3.70,4.80,0.00,=,45.50,25.00,0.31,0.33,=,55.00,26.00,21.00,11.00,4.00,34.50,26.90,14.30,0.36,0.00,2.40,2.10,2.00,3.00,2.50,23.00,32.00,69.60,31.30,1.90,2.20,"University Fertility Consultants, Oregon Health & Science University",Yes,Yes,Yes,Yes,Yes,Yes,Yes,OR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,TOLL CENTER FOR REPRODUCTIVE SCIENCES,,ABINGTON,PENNSYLVANIA,100%,0%,0%,0%,75%,<1%,2%,4%,<1%,4%,7%,9%,3%,1%,15%,13%,3%,24%,0.21,"Stephen G. Somkuti, MD, PhD",139.00,89.00,70.00,23.00,9.00,31.80,24.70,17.60,4.00,0.00,44.60,40.40,30.00,17.40,0.00,36.70,33.70,18.60,13.00,0.00,(28.7Ð45.3),(24.0Ð44.5),(10.3Ð29.7),(2.8Ð33.6),,38.30,36.60,20.00,13.60,0.00,43.20,39.00,21.70,13.60,0.00,25.40,24.70,11.70,13.60,0.00,4.30,7.90,7.10,4.30,0.00,2.20,2.40,2.70,3.40,3.00,37.10,30.60,23.80,0.00,=,1.60,2.80,9.50,0.00,=,41.20,36.70,0.46,0.00,=,54.00,13.00,9.00,8.00,0.00,24.10,0.31,0.11,0.25,=,2.10,2.50,2.40,2.90,=,27.00,40.00,25.90,30.00,1.90,2.60,Toll Center for Reproductive Sciences,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,"INFERTILITY SOLUTIONS, PC",,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,94%,26%,2%,2%,1%,<1%,11%,7%,3%,0%,22%,2%,10%,15%,0.30,"Bruce I. Rose, MD, PhD",60.00,25.00,18.00,3.00,1.00,15.40,6.50,15.20,0.17,0.00,31.70,24.00,0.33,0.33,0.00,18.30,16.00,0.28,0.33,0.00,(9.5Ð30.4),(4.5Ð36.1),,,,19.00,16.00,0.28,0.33,0.00,20.80,16.70,0.28,0.33,0.00,18.90,16.70,0.28,0.33,0.00,3.30,0.00,0.00,0.00,0.00,2.30,2.60,2.60,2.00,3.00,0.16,0.00,0.17,0.00,=,0.00,0.00,0.00,0.00,=,0.09,0.00,0.00,0.00,=,2.00,2.00,0.00,0.00,1.00,0.00,0.00,=,=,0.00,3.00,2.00,=,=,5.00,1.00,3.00,1.00,0.33,3.00,3.00,"Infertility Solutions, PC",Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,REPRODUCTIVE MEDICINE ASSOCIATES OF PENNSYLVANIA,,ALLENTOWN,PENNSYLVANIA,100%,0%,0%,0%,83%,0%,0%,1%,5%,4%,6%,3%,0%,0%,21%,7%,0%,11%,0.49,"Wendy J. Schillings, MD",44.00,21.00,16.00,4.00,1.00,48.10,52.60,27.60,0.00,=,59.10,66.70,0.31,0.00,0.00,52.30,57.10,0.31,0.00,0.00,(36.7Ð67.5),(34.0Ð78.2),,,,52.30,0.63,0.36,0.00,=,54.80,0.63,0.38,0.00,=,21.40,0.32,0.15,0.00,=,0.00,9.50,0.13,0.50,1.00,1.90,2.00,2.20,1.00,=,61.50,0.43,0.60,=,=,0.00,0.00,0.00,=,=,60.90,0.50,0.60,=,=,6.00,2.00,3.00,0.00,0.00,0.50,0.50,0.67,=,=,1.80,2.50,1.30,=,=,3.00,4.00,0.67,0.50,2.00,2.00,Reproductive Medicine Associates of Pennsylvania,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,FAMILY FERTILITY CENTER,,BETHLEHEM,PENNSYLVANIA,100%,0%,0%,0%,83%,0%,0%,0%,5%,4%,5%,19%,2%,0%,25%,3%,2%,7%,0.35,"H. Christina Lee, MD",56.00,18.00,15.00,4.00,0.00,28.30,35.50,14.30,0.00,=,41.10,0.44,0.20,0.00,=,41.10,0.39,0.20,0.00,=,(28.1Ð55.0),,,,,41.80,0.39,0.21,0.00,=,43.40,0.44,0.21,0.00,=,30.20,0.25,0.14,0.00,=,1.80,0.00,0.07,0.00,=,2.00,1.90,2.00,3.00,=,30.40,0.38,0.33,=,=,0.00,0.00,0.00,=,=,30.40,0.43,0.33,=,=,6.00,0.00,0.00,0.00,0.00,0.83,=,=,=,=,2.00,=,=,=,=,5.00,1.00,1.00,1.00,1.40,2.00,Family Fertility Center,Yes,No,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,MAIN LINE FERTILITY AND REPRODUCTIVE MEDICINE,,BRYN MAWR,PENNSYLVANIA,>99%,<1%,0%,0%,39%,1%,<1%,7%,5%,9%,11%,15%,2%,<1%,14%,3%,17%,15%,0.13,"Michael J. Glassner, MD",230.00,109.00,119.00,31.00,18.00,39.60,22.90,11.00,17.90,0.00,54.80,42.20,23.50,16.10,0.00,46.50,29.40,16.80,12.90,0.00,(39.9Ð53.2),(21.0Ð38.8),(10.6Ð24.8),(3.6Ð29.8),,47.80,30.50,17.10,13.80,0.00,52.50,33.30,19.80,0.21,0.00,30.90,20.80,14.90,0.16,0.00,2.60,3.70,1.70,6.50,0.06,2.20,2.60,3.00,2.90,2.60,36.50,28.30,10.70,0.00,=,4.00,4.30,7.10,0.40,=,41.10,37.50,25.00,0.25,=,69.00,34.00,24.00,8.00,5.00,42.00,44.10,20.80,0.50,0.00,2.20,2.10,2.40,3.00,1.80,35.00,50.00,40.00,32.00,2.10,2.30,Main Line Fertility and Reproductive Medicine,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,GEISINGER MEDICAL CENTER FERTILITY PROGRAM,,DANVILLE,PENNSYLVANIA,100%,0%,0%,0%,79%,0%,0%,1%,2%,9%,6%,20%,3%,4%,16%,11%,11%,7%,0.12,"Jennifer Gell, MD",44.00,15.00,9.00,6.00,2.00,28.90,37.00,0.47,0.07,0.00,38.60,0.40,0.44,0.17,0.00,34.10,0.40,0.44,0.17,0.00,(20.5Ð49.9),,,,,39.50,0.50,0.57,0.20,0.00,42.90,0.50,0.67,0.20,0.00,31.40,0.25,0.33,0.20,0.00,13.60,0.20,0.22,0.17,0.00,2.20,2.30,2.50,3.00,2.00,0.29,0.67,0.75,0.00,=,0.00,0.00,0.00,0.00,=,0.27,0.50,0.50,0.00,=,18.00,3.00,2.00,0.00,2.00,0.39,0.33,0.00,=,0.00,2.20,2.00,1.00,=,2.00,14.00,5.00,0.64,0.20,2.10,3.00,Geisinger Medical Center Fertility Program,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,"ADVANCED CENTER FOR INFERTILITY AND REPRODUCTIVE MEDICINE, RPC",,HARRISBURG,PENNSYLVANIA,100%,0%,0%,0%,100%,0%,0%,10%,6%,0%,0%,0%,32%,0%,0%,39%,0%,29%,0.00,"Eric P. Fiedler, MD",10.00,3.00,7.00,0.00,0.00,35.00,0.50,0.31,=,=,0.60,0.67,0.57,=,=,0.40,0.33,0.14,=,=,,,,,,0.40,0.33,0.14,=,=,0.40,0.50,0.17,=,=,0.30,0.50,0.17,=,=,0.00,0.00,0.00,=,=,2.00,2.00,2.20,=,=,0.17,0.00,0.00,=,=,0.00,0.00,0.00,=,=,0.25,0.00,0.00,=,=,6.00,5.00,0.00,0.00,0.00,0.50,0.40,=,=,=,2.00,2.20,=,=,=,5.00,5.00,0.60,0.20,2.00,1.80,"Advanced Center for Infertility and Reproductive Medicine, RPC",Yes,Yes,Yes,Yes,Yes,No,No,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PENN STATE MILTON S. HERSHEY MEDICAL CENTER,,HERSHEY,PENNSYLVANIA,100%,0%,0%,0%,68%,0%,0%,0%,0%,<1%,16%,<1%,8%,4%,30%,<1%,26%,6%,0.08,"William C. Dodson, MD",36.00,16.00,20.00,0.00,0.00,30.80,42.40,13.00,=,=,33.30,0.63,30.00,=,=,30.60,0.56,25.00,=,=,(16.3Ð48.1),,(8.7Ð49.1),,,35.50,0.60,0.26,=,=,45.80,0.60,0.28,=,=,29.20,0.33,0.22,=,=,13.90,0.06,5.00,=,=,2.20,2.20,2.60,=,=,0.33,0.40,0.17,=,=,0.00,0.00,0.00,=,=,0.36,0.44,0.20,=,=,10.00,3.00,4.00,0.00,0.00,0.40,0.67,0.25,=,=,2.10,2.70,2.80,=,=,1.00,6.00,1.00,0.00,2.00,2.20,Penn State Milton S. Hershey Medical Center,Yes,Yes,Yes,No,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,REPRODUCTIVE MEDICINE ASSOCIATES OF PHILADELPHIA,,KING OF PRUSSIA,PENNSYLVANIA,100%,0%,0%,0%,63%,0%,<1%,2%,2%,9%,10%,24%,3%,0%,13%,2%,8%,17%,0.16,"Martin F. Freedman, MD",119.00,64.00,70.00,36.00,11.00,45.60,33.90,15.40,4.80,0.00,63.00,46.90,30.00,19.40,0.00,52.90,35.90,24.30,5.60,0.00,(43.6Ð62.2),(24.3Ð48.9),(14.8Ð36.0),(0.7Ð18.7),,57.30,39.70,27.00,6.90,0.00,59.40,41.10,30.90,7.40,0.00,39.60,30.40,23.60,7.40,0.00,7.60,9.40,10.00,19.40,0.36,1.90,2.10,2.70,3.10,2.70,29.30,33.30,19.00,0.00,=,1.30,3.30,0.00,0.00,=,33.30,26.10,0.24,0.00,=,25.00,13.00,15.00,5.00,3.00,44.00,0.23,0.33,0.60,0.00,2.00,1.70,2.00,2.60,1.70,17.00,8.00,0.35,0.63,1.90,1.90,This clinic has closed or reorganized since 2010.  Information on current clinic services and profile therefore is not provided here.  Contact the NASS Help Desk for current information about this clinic.,,,,,,,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,FERTILITY AND GYNECOLOGY ASSOCIATES,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,41%,0%,0%,3%,4%,9%,4%,11%,0%,2%,21%,7%,13%,18%,0.16,"Leonore C. Huppert, MD",12.00,5.00,8.00,3.00,1.00,42.30,0.21,36.40,0.17,0.00,0.75,0.40,0.63,0.67,0.00,0.67,0.40,0.63,0.33,0.00,,,,,,0.67,0.40,0.71,0.50,0.00,0.67,0.40,0.71,0.50,0.00,0.58,0.20,0.57,0.50,0.00,0.00,0.00,0.13,0.33,0.00,2.20,2.80,3.10,3.00,3.00,0.22,0.50,0.60,0.00,=,0.00,0.00,0.00,0.00,=,0.13,0.50,0.20,0.00,=,6.00,8.00,4.00,2.00,0.00,0.50,0.13,0.00,0.00,=,1.80,2.60,2.00,1.50,=,1.00,3.00,0.00,0.00,2.00,2.00,Fertility and Gynecology Associates,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,JEFFERSON IVF,,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,23%,0%,0%,0%,0%,19%,22%,4%,0%,0%,22%,4%,0%,0%,0.30,"Gregory T. Fossum, MD",10.00,4.00,4.00,3.00,1.00,0.12,0.00,0.00,0.00,=,0.10,0.00,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.00,,,,,,0.11,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,=,0.13,0.00,0.00,0.00,=,0.10,0.50,0.75,0.33,0.00,2.10,2.50,2.00,3.00,=,1.00,=,=,=,=,0.00,=,=,=,=,0.00,=,=,=,=,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,=,=,2.00,2.00,2.00,=,=,1.00,0.00,0.00,=,2.00,=,Jefferson IVF,Yes,Yes,Yes,No,Yes,No,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,UNIVERSITY OF PENNSYLVANIA,PENN FERTILITY CARE,PHILADELPHIA,PENNSYLVANIA,100%,0%,0%,0%,42%,0%,1%,<1%,3%,7%,5%,8%,5%,<1%,13%,10%,15%,23%,0.14,"Anuja Dokras, MD, PhD",136.00,105.00,82.00,42.00,12.00,32.00,22.70,13.40,7.10,0.00,39.70,28.60,23.20,16.70,0.00,33.10,25.70,15.90,11.90,0.00,(25.3Ð41.7),(17.7Ð35.2),(8.7Ð25.6),(4.0Ð25.6),,37.80,32.90,18.30,17.20,0.00,41.70,38.00,24.10,20.00,0.00,27.80,31.00,22.20,20.00,0.00,12.50,21.90,13.40,31.00,0.33,1.90,2.10,2.40,2.80,2.00,27.80,16.70,0.05,0.00,=,0.00,0.00,0.00,0.00,=,33.30,18.50,0.08,0.00,=,19.00,28.00,7.00,8.00,0.00,0.42,14.30,0.14,0.13,=,1.80,2.00,2.30,2.40,=,28.00,30.00,46.40,30.00,1.90,1.90,"University of Pennsylvania, Penn Fertility Care",Yes,Yes,Yes,Yes,Yes,Yes,Yes,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
